"NSS 2024 results for students taught at this provider split by mode, level and subject ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Mode of study,Level of study,Subject level,Subject code,Subject,Question,Responses,Population,Suppression reason,Option 1,Option 2,Option 3,Option 4,Option 5,This does not apply to me,Positivity measure (%),Benchmark (%),Difference (ppt),Standard deviation,Contribution to benchmark (%),Materially below benchmark (%),Broadly in line with benchmark (%),Materially above benchmark (%),Publication response headcount,Publication response rate (%)
Full-time,First degree,CAH1,CAH15,Social sciences,Q01: How good are teaching staff at explaining things?,808.2,1179.6,,215.2,528.18,56.85,8,,0,92,90.9,1.1,0.9,6.1,0,93.7,6.3,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q02: How often do teaching staff make the subject engaging?,807.2,1179.6,,142.19,506.57,137.46,21.01,,1,80.4,77.6,2.8,1.3,6.1,0,41.2,58.7,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q03: How often is the course intellectually stimulating?,806.2,1179.6,,320.27,401.01,69.61,15.34,,2,89.5,86.9,2.6,1.1,6,0,46.3,53.7,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q04: How often does your course challenge you to achieve your best work?,806.6,1179.6,,277.58,376.91,109.56,42.51,,1.67,81.1,81.6,-0.5,1.3,6,5.9,93.1,1,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 1: Teaching on my course,808.2,1179.6,,,,,,,,85.7,84.2,1.5,1.2,6,0,79.4,20.5,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,806.2,1179.6,,314.35,360.18,117.45,14.25,,2,83.7,83.7,0,1.2,6,2.2,95.8,2,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,808.2,1179.6,,238.87,428.56,122.71,18.09,,0,82.6,82.8,-0.2,1.2,6.1,3.4,95.2,1.4,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,808.2,1179.6,,329.53,340.01,128.77,9.92,,0,82.8,82.2,0.7,1.2,6.1,0.5,92.3,7.2,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q08: To what extent does your course have the right balance of directed and independent study?,807.2,1179.6,,272.73,350.68,140.96,42.86,,1,77.2,73.2,4,1.4,6.1,0,14.1,85.9,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,807.7,1179.6,,162.12,426.02,172.82,46.77,,0.5,72.8,73.8,-1,1.4,6.1,14.7,84.5,0.8,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 2: Learning opportunities,808.2,1179.6,,,,,,,,79.8,79.1,0.7,1.3,6,0.8,90.2,9,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q10: How clear were the marking criteria used to assess your work?,808.2,1179.6,,163.71,372.53,224.8,47.19,,0,66.3,69,-2.6,1.5,6.1,53.4,46.6,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q11: How fair has the marking and assessment been on your course?,806.7,1179.6,,162.2,488.99,122.7,32.84,,1.5,80.7,79.9,0.8,1.3,6.1,0.6,88.9,10.5,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q12: How well have assessments allowed you to demonstrate what you have learned?,807.2,1179.6,,173.7,474.48,136.96,22.09,,1,80.3,79.2,1.1,1.3,6,0.3,84.7,15,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q13: How often have you received assessment feedback on time?,807.2,1179.6,,186.46,339.28,177.88,103.61,,1,65.1,72.2,-7.1,1.5,6.1,99.9,0.1,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q14: How often does feedback help you to improve your work?,806.2,1179.6,,105.44,314.02,266.33,120.44,,2,52,61.7,-9.7,1.6,6,100,0,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 3: Assessment and feedback,808.2,1179.6,,,,,,,,68.9,72.4,-3.5,1.5,6,74.2,25.8,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q15: How easy was it to contact teaching staff when you needed to?,800.2,1179.6,,294.34,389.35,92.04,24.5,,8,85.4,88.3,-2.8,1.2,6,61.2,38.8,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q16: How well have teaching staff supported your learning?,803.6,1179.6,,194.3,469.39,114.53,25.34,,4.67,82.6,83.7,-1.1,1.2,6.1,12.9,86.9,0.2,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 4: Academic support,808.2,1179.6,,,,,,,,84,86,-1.9,1.2,6.1,32.4,67.5,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q17: How well organised is your course?,808.2,1179.6,,210.2,462.71,104.13,31.19,,0,83.3,80.3,2.9,1.3,6.1,0,37.2,62.8,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q18: How well were any changes to teaching on your course communicated?,773.9,1179.6,,222.29,404.44,121.46,25.68,,34.36,81,78.8,2.2,1.4,6.1,0,59.5,40.5,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 5: Organisation and management,808.2,1179.6,,,,,,,,82.2,79.6,2.5,1.3,6.1,0,48.8,51.2,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q19: How well have the IT resources and facilities supported your learning?,783.6,1179.6,,243.06,406.78,106.46,27.34,,24.59,82.9,84.5,-1.6,1.3,6.1,24,76,0.1,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",797.1,1179.6,,403.96,319.5,58.6,15,,10.17,90.8,91.3,-0.5,1,6.1,2.1,97.8,0.1,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",758.6,1179.6,,292.08,385.76,70.52,10.25,,48.62,89.4,89.1,0.2,1.1,6,0.7,97.3,1.9,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 6: Learning resources,806.6,1179.6,,,,,,,,87.5,88.2,-0.7,1.1,6.1,5.8,94,0.2,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q22: To what extent do you get the right opportunities to give feedback on your course?,804,1179.6,,357.94,339.18,92.11,14.75,,2.25,86.7,82.6,4.1,1.2,6.1,0,9.3,90.7,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q23: To what extent are students' opinions about the course valued by staff?,789.1,1179.6,,210.41,386.1,149.21,43.34,,17.17,75.6,74.9,0.7,1.5,6.1,1.4,87.7,10.9,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q24: How clear is it that students' feedback on the course is acted on?,790.1,1179.6,,106.94,298.76,295.42,89.02,,15.42,51.3,56,-4.7,1.7,6.1,90.4,9.6,0,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Theme 7: Student voice,805.2,1179.6,,,,,,,,71.4,71.3,0.1,1.5,6.1,4.4,90,5.7,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q25: How well does the students' union (association or guild) represent students' academic interests?,744,1179.6,,118.86,367.02,185.38,72.71,,60.59,65.3,65.8,-0.5,1.6,6.3,11.5,85.4,3.1,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,Q26: How well communicated was information about your university/college's mental wellbeing support services?,780.9,1179.6,,250.4,335.85,153.87,40.77,,22.67,75.1,76.4,-1.3,1.5,6.1,20.6,78.9,0.5,899,68.5
Full-time,First degree,CAH1,CAH15,Social sciences,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",797.1,1179.6,,267.43,415.85,81.52,32.26,,5.5,85.7,85,0.8,1.2,7.1,0.3,92.4,7.3,899,68.5
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q01: How good are teaching staff at explaining things?,114,149.5,,22,77.5,11.5,3,,0,87.3,92.3,-5,2.8,1.3,82,17.6,0.3,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q02: How often do teaching staff make the subject engaging?,114,149.5,,12.5,71,27.5,3,,0,73.2,79.9,-6.6,3.9,1.3,85.6,13.4,0.9,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q03: How often is the course intellectually stimulating?,114,149.5,,42,60,8.5,3.5,,0,89.5,83.2,6.2,3.1,1.3,0.2,11.1,88.7,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q04: How often does your course challenge you to achieve your best work?,113,149.5,,33,61.5,12.5,6,,1,83.6,82,1.6,3.5,1.3,11.7,48.1,40.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 1: Teaching on my course,114,149.5,,,,,,,,83.4,84.3,-0.9,3.4,1.3,32.3,52.2,15.6,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q05: To what extent have you had the chance to explore ideas and concepts in depth?,114,149.5,,35.5,60,16.5,2,,0,83.8,85,-1.2,3.3,1.3,35.1,52.1,12.8,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,114,149.5,,26.5,69,17.5,1,,0,83.8,84.2,-0.4,3.4,1.3,26.7,54,19.3,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,114,149.5,,48,51.5,14,0.5,,0,87.3,85.1,2.2,3.2,1.3,7.1,47.2,45.8,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q08: To what extent does your course have the right balance of directed and independent study?,113,149.5,,37.5,52,16.5,7,,1,79.2,74.4,4.8,3.8,1.3,2.8,24.4,72.8,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,114,149.5,,15.5,64.5,27,7,,0,70.2,76.8,-6.6,4,1.3,84.8,14.1,1.1,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 2: Learning opportunities,114,149.5,,,,,,,,80.8,81,-0.2,3.6,1.3,26.6,51,22.4,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q10: How clear were the marking criteria used to assess your work?,114,149.5,,31.5,46.5,29,7,,0,68.4,75.5,-7,4.1,1.3,86.7,12.3,1,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q11: How fair has the marking and assessment been on your course?,114,149.5,,20.5,77.5,11,5,,0,86,81,4.9,3.4,1.3,1.4,22.2,76.3,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q12: How well have assessments allowed you to demonstrate what you have learned?,114,149.5,,22.5,73.5,13.5,4.5,,0,84.2,81.4,2.8,3.4,1.3,6,40.8,53.1,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q13: How often have you received assessment feedback on time?,114,149.5,,29.5,57,22.5,5,,0,75.9,75.4,0.5,3.9,1.3,22.3,47.5,30.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q14: How often does feedback help you to improve your work?,114,149.5,,16.5,50,38,9.5,,0,58.3,68.6,-10.3,4.4,1.3,96.3,3.6,0.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 3: Assessment and feedback,114,149.5,,,,,,,,74.6,76.4,-1.8,3.9,1.3,43.1,43.2,13.7,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q15: How easy was it to contact teaching staff when you needed to?,114,149.5,,44.5,57,8.5,4,,0,89,85.5,3.5,3.1,1.3,2.4,34.2,63.4,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q16: How well have teaching staff supported your learning?,114,149.5,,27.5,64,18.5,4,,0,80.3,84.3,-4,3.5,1.3,66.6,30.2,3.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 4: Academic support,114,149.5,,,,,,,,84.6,84.9,-0.2,3.3,1.3,24.6,54.8,20.6,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q17: How well organised is your course?,114,149.5,,19.5,79,12.5,3,,0,86.4,77.6,8.8,3.5,1.3,0.1,3.4,96.5,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q18: How well were any changes to teaching on your course communicated?,111,149.5,,24,67.5,16.5,3,,3,82.4,76.2,6.2,3.7,1.3,1,14.9,84.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 5: Organisation and management,114,149.5,,,,,,,,84.4,76.9,7.5,3.6,1.3,0.3,7.9,91.8,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q19: How well have the IT resources and facilities supported your learning?,112,149.5,,23,69.5,16.5,3,,2,82.6,84.6,-2.1,3.4,1.3,44.7,46.3,8.9,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology","Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",112,149.5,,50,53,7,2,,2,92,91.9,0.1,2.5,1.3,15.5,67.3,17.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology","Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",106.5,149.5,,33,56.5,15,2,,7.5,84,87.7,-3.7,3.3,1.3,63.9,33.1,3,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 6: Learning resources,114,149.5,,,,,,,,85.8,88.1,-2.3,3.1,1.3,47.2,46.6,6.2,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q22: To what extent do you get the right opportunities to give feedback on your course?,114,149.5,,39.5,57.5,16,1,,0,85.1,80.9,4.2,3.5,1.3,2.7,28.7,68.6,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q23: To what extent are students' opinions about the course valued by staff?,110.5,149.5,,26,52,28.5,4,,3.5,70.6,76.4,-5.8,4.1,1.3,79.1,18.8,2.1,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q24: How clear is it that students' feedback on the course is acted on?,111,149.5,,12.5,41.5,45.5,11.5,,3,48.6,57.1,-8.5,4.6,1.3,90.2,8.9,0.9,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Theme 7: Student voice,114,149.5,,,,,,,,68.6,71.5,-2.9,4.2,1.3,53.8,36.3,9.9,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q25: How well does the students' union (association or guild) represent students' academic interests?,102.5,149.5,,18.5,55.5,21,7.5,,11.5,72.2,71.5,0.7,4.3,1.4,22.7,43.2,34.1,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology",Q26: How well communicated was information about your university/college's mental wellbeing support services?,111,149.5,,33,45,28,5,,2,70.3,73.2,-2.9,4.1,1.3,54.2,36.4,9.4,122,76.3
Full-time,First degree,CAH2,CAH15-01,"Sociology, social policy and anthropology","Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",113,149.5,,33.5,68.5,9,2,,0,90.3,86.4,3.9,3,1.5,1.6,30.3,68.1,122,76.3
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q01: How good are teaching staff at explaining things?,91,121.5,,13.5,64,11.5,2,,0,85.2,92.3,-7.1,3.1,1.3,92.8,7.1,0.1,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q02: How often do teaching staff make the subject engaging?,91,121.5,,9.5,55.5,23,3,,0,71.4,79.9,-8.5,4.4,1.3,91.6,7.8,0.6,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q03: How often is the course intellectually stimulating?,91,121.5,,29.5,50.5,7.5,3.5,,0,87.9,83.3,4.7,3.5,1.3,2,24.9,73.1,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q04: How often does your course challenge you to achieve your best work?,90,121.5,,23,51,11.5,4.5,,1,82.2,82,0.2,3.9,1.3,24.3,47.9,27.8,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 1: Teaching on my course,91,121.5,,,,,,,,81.6,84.3,-2.7,3.8,1.3,51.8,39.4,8.8,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q05: To what extent have you had the chance to explore ideas and concepts in depth?,91,121.5,,27,47.5,14.5,2,,0,81.9,85.1,-3.2,3.7,1.3,57.5,36.3,6.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,91,121.5,,20.5,55,14.5,1,,0,83,84.1,-1.1,3.8,1.3,35.6,47.6,16.8,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,91,121.5,,36,41.5,13,0.5,,0,85.2,85.2,0,3.6,1.3,24.2,51.6,24.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q08: To what extent does your course have the right balance of directed and independent study?,90,121.5,,31.5,38.5,13,7,,1,77.8,74.4,3.4,4.3,1.3,8.4,33.1,58.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,91,121.5,,15,48,22,6,,0,69.2,76.8,-7.5,4.5,1.3,87,11.7,1.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 2: Learning opportunities,91,121.5,,,,,,,,79.3,81,-1.7,4.1,1.3,42.1,42.9,15.1,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q10: How clear were the marking criteria used to assess your work?,91,121.5,,26,36,23,6,,0,68.1,75.5,-7.4,4.6,1.3,85.7,12.8,1.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q11: How fair has the marking and assessment been on your course?,91,121.5,,16.5,61.5,8,5,,0,85.7,81,4.7,3.8,1.3,2.8,24.9,72.4,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q12: How well have assessments allowed you to demonstrate what you have learned?,91,121.5,,17,57,12.5,4.5,,0,81.3,81.5,-0.2,3.8,1.3,27.2,48.6,24.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q13: How often have you received assessment feedback on time?,91,121.5,,21.5,44.5,20,5,,0,72.5,75.5,-2.9,4.4,1.3,53.9,35.2,10.9,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q14: How often does feedback help you to improve your work?,91,121.5,,14.5,38,29,9.5,,0,57.7,68.6,-10.9,4.9,1.3,95.6,4.1,0.3,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 3: Assessment and feedback,91,121.5,,,,,,,,73.1,76.4,-3.3,4.4,1.3,57.2,33.3,9.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q15: How easy was it to contact teaching staff when you needed to?,91,121.5,,33.5,45,8.5,4,,0,86.3,85.5,0.8,3.5,1.3,17,51.7,31.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q16: How well have teaching staff supported your learning?,91,121.5,,21,51.5,14.5,4,,0,79.7,84.2,-4.5,3.9,1.3,69.9,26.5,3.6,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 4: Academic support,91,121.5,,,,,,,,83,84.8,-1.9,3.7,1.3,43.2,44.6,12.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q17: How well organised is your course?,91,121.5,,18,60,10,3,,0,85.7,77.6,8.1,3.9,1.3,0.3,7.2,92.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q18: How well were any changes to teaching on your course communicated?,88,121.5,,21,49.5,14.5,3,,3,80.1,76.4,3.7,4.2,1.3,6.9,31.6,61.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 5: Organisation and management,91,121.5,,,,,,,,83,77.1,5.9,4,1.3,1.8,18,80.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q19: How well have the IT resources and facilities supported your learning?,91,121.5,,19.5,55.5,13,3,,0,82.4,84.6,-2.2,3.8,1.3,46.5,42.7,10.8,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",89,121.5,,41,39.5,6.5,2,,2,90.4,91.7,-1.3,2.9,1.3,33.8,56.8,9.5,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",86.5,121.5,,26.5,44,14,2,,4.5,81.5,87.7,-6.2,3.7,1.3,84.4,14.8,0.9,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Theme 6: Learning resources,91,121.5,,,,,,,,84.1,88.1,-4,3.5,1.3,66.6,30.2,3.2,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q22: To what extent do you get the right opportunities to give feedback on your course?,91,121.5,,33,44.5,12.5,1,,0,85.2,80.9,4.3,3.9,1.3,3.9,28.3,67.8,101,74.9
Full-time,First degree,CAH3,CAH15-01-02,Sociology,Q23: To what extent are students' opinions about the course valued by staff?,87.5,121.5,,19.5,39,26,3,,3.5,66.9,76.4,-9.6,4.6,1.3,93.9,5.7,0.4,101,74.9
