module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name
BEM3070,"Media, Al and the Metaverse",15,2,Stage Three Modules,management,2022/3,Management
BEP3002,Business School Industrial Experience (Penryn),120,1 and 2,Stage Three Modules,management,2022/3,Management
BEP3010,Social and Technological Innovation,15,1,Stage Three Modules,management,2022/3,Management
BEP3011,Business and Climate Change,15,2,Stage Three Modules,management,2022/3,Management
BEP3020,Practice-Based Consultancy Management,15,1,Stage Three Modules,management,2022/3,Management
BEP3030,Globalisation and Internationalisation,15,1,Stage Three Modules,management,2022/3,Management
BEP3040,Local-Global Innovation (Cornwall Research Seminar Series),15,1 and 2,Stage Three Modules,management,2022/3,Management
BEP3050,Future-Facing Dissertation/Project,30,1 and 2,Stage Three Modules,management,2022/3,Management
BEP3070,Crisis: Change and Creativity in Organisations,15,2,Stage Three Modules,management,2022/3,Management
BEP3090,Business Field Trip,15,2,Stage Three Modules,management,2022/3,Management
BEP3100A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management
BEP3100B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2022/3,Management
BEP3100C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2022/3,Management
BEP3110,Marketing Strategy,15,1,Stage Three Modules,management,2022/3,Management
BEP3171,The Economy of Space,15,2,Stage Three Modules,management,2022/3,Management
BEP3172,Future 17: Sustainable Development Goals Challenge,15,"1, 2 and 3",Stage Three Modules,management,2022/3,Management
BUS3000A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management
BUS3000B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2022/3,Management
BUS3000C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2022/3,Management
BUS3000E,Year Abroad (Work Placement),120,1 and 2,Stage Three Modules,management,2022/3,Management
BUS3000F,Study and Work Placement,120,1 and 2,Stage Three Modules,management,2022/3,Management
BUS3001,Dissertation,30,1 and 2,Stage Three Modules,management,2022/3,Management
BUS3002,Business School Industrial Experience,120,1 and 2,Stage Three Modules,management,2022/3,Management
BEMM042,Resourcing and Talent Management,15,2,Masters Modules,management,2022/3,Management
BEMM044,Human Resource Development (HRD),15,1,Masters Modules,management,2022/3,Management
BEMM046,Employment Law,15,1 and 2,Masters Modules,management,2022/3,Management
BEMM056,Masters Dissertation (HRM),60,2 and 3,Masters Modules,management,2022/3,Management
BEMM057,Management Research Report,15,2,Masters Modules,management,2022/3,Management
BEMM059,International Human Resource Management,15,1,Masters Modules,management,2022/3,Management
BEMM065,Quantitative Research Methods,15,1,Masters Modules,management,2022/3,Management
BEMM066,Qualitative Research Methods,15,1,Masters Modules,management,2022/3,Management
BEMM067,Business and Management Research Design,15,2,Masters Modules,management,2022/3,Management
BEMM068,Managing Competitive Strategy,15,2,Masters Modules,management,2022/3,Management
BEMM069,Marketing and New Product Innovation,15,2,Masters Modules,management,2022/3,Management
BEMM071,Leadership and Global Challenges,15,2,Masters Modules,management,2022/3,Management
BEMM103,Advanced Marketing Seminars,15,2,Masters Modules,management,2022/3,Management
BEMM114,Managing Operations,15,2,Masters Modules,management,2022/3,Management
BEMM114DA,Leading People and Organisations,30,1,Masters Modules,management,2022/3,Management
BEMM115,Marketing Analysis and Research,15,1,Masters Modules,management,2022/3,Management
BEMM116,Principles of International Business,15,2,Masters Modules,management,2022/3,Management
BEMM116DA,Strategy and Innovation,30,1,Masters Modules,management,2022/3,Management
BEMM117DA,Strategic Business Proposal,20,1,Masters Modules,management,2022/3,Management
BEMM118,Strategic Innovation Management,15,2,Masters Modules,management,2022/3,Management
BEMM118DA,Developing Leadership Behaviour,10,1,Masters Modules,management,2022/3,Management
BEMM120,Understanding Consumer Behaviour,15,2,Masters Modules,management,2022/3,Management
BEMM124DA,HR Strategy and Context,30,1,Masters Modules,management,2022/3,Management
BEMM125DA,HR Skills and Behaviours,30,2,Masters Modules,management,2022/3,Management
BEMM126,Purchasing and Supply Chain Management,15,2,Masters Modules,management,2022/3,Management
BEMM128,Brand Design,15,1,Masters Modules,management,2022/3,Management
BEMM130DA,Management Research Report and Presentation,45,3,Masters Modules,management,2022/3,Management
BEMM131DA,Working in Practice,15,3,Masters Modules,management,2022/3,Management
BEMM132DA,Developing Leadership Behaviours,30,,Masters Modules,management,2022/3,Management
BEMM133DA,Strategic Business Proposal,30,,Masters Modules,management,2022/3,Management
BEMM136DA,Workplace Project: Creating Impact,30,,Masters Modules,management,2022/3,Management
BEMM148,Marketing Strategy,15,1,Masters Modules,management,2022/3,Management
BEMM149,Business Project,30,2 and 3,Masters Modules,management,2022/3,Management
BEMM158,Business and Management Research Skills,15,1,Masters Modules,management,2022/3,Management
BEMM166,Integrated Marketing Communications,15,1,Masters Modules,management,2022/3,Management
BEMM170,Global Career Management - Theory and Practice,15,1 and 2,Masters Modules,management,2022/3,Management
BEMM171,Future Trends for International Management,15,1,Masters Modules,management,2022/3,Management
BEMM178,Innovation Management,15,1,Masters Modules,management,2022/3,Management
BEMM181DA,Leading High-Performing Organisations,30,1,Masters Modules,management,2022/3,Management
BEMM215,Marketing in Practice,30,3,Masters Modules,management,2022/3,Management
BEMM216,Advanced Research Methods and Analysis,15,2,Masters Modules,management,2022/3,Management
BEMM217,Macro-Level Organisation Theory,15,1,Masters Modules,management,2022/3,Management
BEMM219,Micro-Level Organisation Theory,15,2,Masters Modules,management,2022/3,Management
BEMM222,Agile Innovation,30,1 and 2,Masters Modules,management,2022/3,Management
BEMM223,Operations and Project Management,15,1,Masters Modules,management,2022/3,Management
BEMM224,"Funding, Accounting and Finance",15,2,Masters Modules,management,2022/3,Management
BEMM250,Dissertation (Marketing),30,2 and 3,Masters Modules,management,2022/3,Management
BEMM251,Dissertation (Management),30,2 and 3,Masters Modules,management,2022/3,Management
BEMM257DA,Digital Transformation,30,1,Masters Modules,management,2022/3,Management
BEMM259DA,The Influential Leader,30,,Masters Modules,management,2022/3,Management
BEMM260DA,Environmental Economics,30,1,Masters Modules,management,2022/3,Management
BEMM261DA,Sustainable Finance,30,2,Masters Modules,management,2022/3,Management
BEMM263DA,Corporate Storytelling,30,1 and 2,Masters Modules,management,2022/3,Management
BEMM355,Dissertation for MRes Mgt,60,2,Masters Modules,management,2022/3,Management
BEMM375,Sustainable Tourism Management,15,2,Masters Modules,management,2022/3,Management
BEMM384,International Business Plan,30,3,Masters Modules,management,2022/3,Management
BEMM385,Entrepreneur Business Startup,60,1 and 2,Masters Modules,management,2022/3,Management
BEMM386,Business Law and Mitigating Risk,15,2,Masters Modules,management,2022/3,Management
BEMM388,People Management,15,1,Masters Modules,management,2022/3,Management
BEMM389,Business Analytics and Research Skills,15,2,Masters Modules,management,2022/3,Management
BEMM390,Fundamentals of Management,15,1,Masters Modules,management,2022/3,Management
BEMM391,"Sustainability, CSR and Business Ethics",15,1,Masters Modules,management,2022/3,Management
BEMM392,Summer School,30,3,Masters Modules,management,2022/3,Management
BEMM394,Entrepreneurship: New Venture Creation,15,1,Masters Modules,management,2022/3,Management
BEMM455,Marketing for Management,15,1,Masters Modules,management,2022/3,Management
BEMM456,Organisational Management and Leadership,15,1,Masters Modules,management,2022/3,Management
BEMM457,Topics in Business Analytics,15,1,Masters Modules,management,2022/3,Management
BEMM458,Programming for Business Analytics,15,1,Masters Modules,management,2022/3,Management
BEMM459,Database Technologies for Business Analytics,15,2,Masters Modules,management,2022/3,Management
BEMM460,Statistics and Mathematics for Business Analytics,15,1,Masters Modules,management,2022/3,Management
BEMM461,Analytics and Visualisation for Managers and Consultants,15,2,Masters Modules,management,2022/3,Management
BEMM462,Operations Analytics,15,3,Masters Modules,management,2022/3,Management
BEMM463,Marketing Analytics,15,2,Masters Modules,management,2022/3,Management
BEMM464,Strategic and HR Analytics,15,3,Masters Modules,management,2022/3,Management
BEMM465,Environmental Analytics,15,2,Masters Modules,management,2022/3,Management
BEMM472,International HRM in Practice,30,3,Masters Modules,management,2022/3,Management
BEMM473,Talent in Organisations,15,1,Masters Modules,management,2022/3,Management
BEMM486,Design Intelligence,15,2,Masters Modules,management,2022/3,Management
BEMM487,Entrepreneurship: Venture Launch,30,3,Masters Modules,management,2022/3,Management
BEMM490Z,International Business and Globalisation,30,1,Masters Modules,management,2022/3,Management
BEMM491Z,Cross-Cultural Management,30,1,Masters Modules,management,2022/3,Management
BEMM492Z,International Business Project - Planning in Practice,30,,Masters Modules,management,2022/3,Management
BEMM495Z,Responsible Leadership,30,1,Masters Modules,management,2022/3,Management
BEMM778,Applied Digital Marketing Analytics,15,1,Masters Modules,management,2022/3,Management
BEMM779,Content Creation and Communication,15,1,Masters Modules,management,2022/3,Management
BEMM780,Consumer Behaviour in the Digital Environment,15,1,Masters Modules,management,2022/3,Management
BEMM781,Contemporary Digital Marketing Themes,30,1 and 2,Masters Modules,management,2022/3,Management
BEMM782,Digital Marketing Planning,15,2,Masters Modules,management,2022/3,Management
BEMM783,Supply Chain Analytics,15,1,Masters Modules,management,2022/3,Management
BEMM784,Operations Management,30,1 and 2,Masters Modules,management,2022/3,Management
BEMM786,Service Design and Innovation,15,2,Masters Modules,management,2022/3,Management
BEMM787,"HR Strategy, Context and Performance",30,"1, 2 and 3",Masters Modules,management,2022/3,Management
BEMM788,"People Management, Skills and Behaviours",30,"1, 2 and 3",Masters Modules,management,2022/3,Management
BEMM790DA,Organisation Development,30,2,Masters Modules,management,2022/3,Management
BEMM791DA,Learning and Development,30,2,Masters Modules,management,2022/3,Management
BEMM792,Research Workshops,30,1 and 2,Masters Modules,management,2022/3,Management
BEMM792DA,Leading High Performance Organisations,30,1,Masters Modules,management,2022/3,Management
BEMM908DA,Resourcing and Talent Development,30,1,Masters Modules,management,2022/3,Management
BEMM910DA,"Employee Relations, Performance and Employment Law",30,2,Masters Modules,management,2022/3,Management
BEPM001,Major Project,45,,Masters Modules,management,2022/3,Management
BEPM002,Biomimicry and Circular Economy Design Principles,15,,Masters Modules,management,2022/3,Management
BEPM003,Business Transformation Case Study,15,,Masters Modules,management,2022/3,Management
MBAM900C,Career Transformation,,"1, 2 and 3",Masters Modules,management,2022/3,Management
MBAM914,MBA Project,20,2 and 3,Masters Modules,management,2022/3,Management
MBAM915B,The Entrepreneurial and Intrapreneurial Process: Starting Successful New Ventures,15,3,Masters Modules,management,2022/3,Management
MBAM934B,Sustainable Finance,15,3,Masters Modules,management,2022/3,Management
MBAM935B,Managing Around the World,15,3,Masters Modules,management,2022/3,Management
MBAM936B,MBA International Experiences,15,3,Masters Modules,management,2022/3,Management
MBAM939B,Business Models in Context,15,3,Masters Modules,management,2022/3,Management
MBAM942B,Leading Resilient Organisations,15,3,Masters Modules,management,2022/3,Management
MBAM947B,Leadership Skills Expedition,15,2 and 3,Masters Modules,management,2022/3,Management
MBAM955B,Behavioural Economics in Practice,15,3,Masters Modules,management,2022/3,Management
MBAM959B,Digital Service Design,15,3,Masters Modules,management,2022/3,Management
MBAM960,Achieving Enduring Success,30,1 and 2,Masters Modules,management,2022/3,Management
MBAM961,Designing a Better Future for All,20,1 and 2,Masters Modules,management,2022/3,Management
MBAM962B,Creating the New,20,1 and 2,Masters Modules,management,2022/3,Management
MBAM964,Understanding Our World,30,1 and 2,Masters Modules,management,2022/3,Management
MBAM965B,Digital Marketing and Communications,15,3,Masters Modules,management,2022/3,Management
MBAM966B,Strategic Sales Management,15,3,Masters Modules,management,2022/3,Management
MBAM967B,Applied Skills: Becoming an Effective Negotiator,15,3,Masters Modules,management,2022/3,Management
MBAM968B,Media in the Age of AI,15,3,Masters Modules,management,2022/3,Management
MBAM969B,Strategic Brand Management,15,3,Masters Modules,management,2022/3,Management
ENG1002,Engineering Mathematics and Scientific Computing,30,1 and 2,,engineering,2022/3,Engineering
ENG1005,Multi-Disciplinary Group Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG1006,Entrepreneurship 1,15,1,,engineering,2022/3,Engineering
ENG1007,Fundamentals of Mechanics,15,1 and 2,,engineering,2022/3,Engineering
ENG1008,Fundamentals of Materials,15,1 and 2,,engineering,2022/3,Engineering
ENG1009,Fundamentals of Electronics,15,1 and 2,,engineering,2022/3,Engineering
ECM1102,Core Engineering 1,30,1,,engineering,2022/3,Engineering
ECM1106,Electronics for Engineers: Core Engineering 2,15,2,,engineering,2022/3,Engineering
ECM1107,Materials and Manufacturing: Core Engineering 2,15,2,,engineering,2022/3,Engineering
ECM1108,Engineering Mechanics: Core Engineering 2,15,2,,engineering,2022/3,Engineering
ECM1110,Engineering Mathematics,30,1 and 2,,engineering,2022/3,Engineering
ECM1111,Entrepreneurship Skills Development 1,15,1 and 2,,engineering,2022/3,Engineering
ENG2001,Civil Engineering Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG2003,Electronic Engineering Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG2004,Entrepreneurship 2,15,2,,engineering,2022/3,Engineering
ENG2005,Entrepreneurship Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG2006,Industry 4.0,15,2,,engineering,2022/3,Engineering
ENG2007,Introduction to Fluid Dynamics,15,1,,engineering,2022/3,Engineering
ENG2008,Microcontroller Engineering,15,1,,engineering,2022/3,Engineering
ENG2009,Modelling of Engineering Systems,15,1,,engineering,2022/3,Engineering
ENG2010,Soil Mechanics,15,1,,engineering,2022/3,Engineering
ENG2011,Solid Mechanics,15,1,,engineering,2022/3,Engineering
ENG2012,Structural Behaviour,15,2,,engineering,2022/3,Engineering
ENG2013,Sustainable Design Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG2014,Technology Entrepreneurship,15,2,,engineering,2022/3,Engineering
ENG2015,Management Challenge Project,30,1 and 2,,engineering,2022/3,Engineering
ENG2016,Introduction in Economics and Company Finance,15,1,,engineering,2022/3,Engineering
ENG2017,Communication and Networking Technologies,15,1,,engineering,2022/3,Engineering
ENG2118,Analogue and Digital Electronics Design,15,1,,engineering,2022/3,Engineering
ECM2102,Management and Management Science,15,1,,engineering,2022/3,Engineering
ECM2105,Control Engineering,15,2,,engineering,2022/3,Engineering
ECM2106,Manufacturing Systems,15,2,,engineering,2022/3,Engineering
ECM2115,"PICS, Microcontrollers and Microprocessors",15,2,,engineering,2022/3,Engineering
ECM2121,Entrepreneurship 2,15,2,,engineering,2022/3,Engineering
ENG3001,Construction Project Management,15,2,,engineering,2022/3,Engineering
ENG3002,Decision Making Systems & Decision Theory,15,2,,engineering,2022/3,Engineering
ENG3003,Digital Engineering and Building Information Modelling,15,1,,engineering,2022/3,Engineering
ENG3004,Engineering Electromagnetics,15,1,,engineering,2022/3,Engineering
ENG3005,Fluid Dynamics and CFD,15,1,,engineering,2022/3,Engineering
ENG3006,Geotechnical Engineering and Foundation Design,15,2,,engineering,2022/3,Engineering
ENG3007,Global Entrepreneurial Marketing,15,2,,engineering,2022/3,Engineering
ENG3008A,Mechanical Design and Build: Part 1 - Research,15,1,,engineering,2022/3,Engineering
ENG3008B,Mechanical Design and Build: Part 2 - Development,15,2,,engineering,2022/3,Engineering
ENG3010,Industrial Awareness & Problem Solving,15,2,,engineering,2022/3,Engineering
ENG3011,Management and Leadership,15,2,,engineering,2022/3,Engineering
ENG3012,Mechatronics,15,1,,engineering,2022/3,Engineering
ENG3013A,Civil Design and Build: Part 1 - Research,15,1,,engineering,2022/3,Engineering
ENG3013B,Civil Design and Build: Part 2 - Development,15,2,,engineering,2022/3,Engineering
ENG3014,Structural Engineering,15,1,,engineering,2022/3,Engineering
ENG3015,Structural Dynamics,15,2,,engineering,2022/3,Engineering
ENG3016,Thermodynamics and Heat Transfer,15,2,,engineering,2022/3,Engineering
ENG3017,Quality Control and Improvement,15,1,,engineering,2022/3,Engineering
ENG3018,Control Engineering,15,2,,engineering,2022/3,Engineering
ENG3019A,Management Design and Build: Part 1 - Research,15,1,,engineering,2022/3,Engineering
ENG3019B,Management Design and Build: Part 2 - Development,15,2,,engineering,2022/3,Engineering
ENG3020A,Entrepreneurship Design and Build: Part 1 - Research,15,1,,engineering,2022/3,Engineering
ENG3020B,Entrepreneurship Design and Build: Part 2 - Development,15,2,,engineering,2022/3,Engineering
ENG3021A,Electronic Design and Build: Part 1 - Research,15,1,,engineering,2022/3,Engineering
ENG3021B,Electronic Design and Build: Part 2 - Development,15,2,,engineering,2022/3,Engineering
ENG3022,Finite Element Analysis for High Value Manufacturing,15,1,,engineering,2022/3,Engineering
ENG3207,Practical Hydraulic Engineering,15,1,,engineering,2022/3,Engineering
ECM3130,Engineering in Society and Company Finance,15,2,,engineering,2022/3,Engineering
ECM3149,Commercial and Industrial Experience and Individual Project (BEng/MEng),45,"1, 2 and 3",,engineering,2022/3,Engineering
ECM3152,Computational Engineering,15,1,,engineering,2022/3,Engineering
ECM3153,Management of Product Development,15,1,,engineering,2022/3,Engineering
ECM3156,Civil Engineering Hydraulics,15,1,,engineering,2022/3,Engineering
ECM3158,Water Resources and Pollution Control,15,1,,engineering,2022/3,Engineering
ECM3159,Management of Processes and People,15,1,,engineering,2022/3,Engineering
ECM3160,Materials,15,1,,engineering,2022/3,Engineering
ECM3164,Operations Management,15,1,,engineering,2022/3,Engineering
ECM3165,Digital Signal Processing,15,2,,engineering,2022/3,Engineering
ECM3166,Communications Engineering,15,1,,engineering,2022/3,Engineering
ECM3172,Study Abroad Semester,60,2 and 3,,engineering,2022/3,Engineering
ECM3173,Structural Dynamics,15,1,,engineering,2022/3,Engineering
ECM3174,Year in Industry,120,1,,engineering,2022/3,Engineering
ECM3175,Individual Project,30,"1, 2 and 3",,engineering,2022/3,Engineering
ECM3176,Industrial Awareness and Problem Solving,15,1,,engineering,2022/3,Engineering
ECM3177,Market Research and Business Planning,15,2,,engineering,2022/3,Engineering
ENGM001,Additive Manufacturing,15,,,engineering,2022/3,Engineering
ENGM002,Advanced Communication Systems,15,2,,engineering,2022/3,Engineering
ENGM003,Advanced Finite Element Analysis (FEA),15,,,engineering,2022/3,Engineering
ENGM005,Business Start-up Project,90,,,engineering,2022/3,Engineering
ENGM006,Civil Engineering Materials,15,1 and 3,,engineering,2022/3,Engineering
ENGM008,Design of Reinforced Concrete and Steel Structures,15,,,engineering,2022/3,Engineering
ENGM009,Electric Machines and Power Electronics,15,1,,engineering,2022/3,Engineering
ENGM010,Data-Centric Engineering,15,,,engineering,2022/3,Engineering
ENGM011,Entrepreneurship 3,30,,,engineering,2022/3,Engineering
ENGM012,Performance Based Design Under Dynamic Loading,15,,,engineering,2022/3,Engineering
ENGM014,Individual Project - MEng students,45,,,engineering,2022/3,Engineering
ENGM015,MEng Individual Investigative Project,45,1 and 2,,engineering,2022/3,Engineering
ENGM016,Metamaterials,15,,,engineering,2022/3,Engineering
ENGM017,Composite Materials,15,,,engineering,2022/3,Engineering
ENGM018,Nonlinear Control,15,,,engineering,2022/3,Engineering
ENGM020,Robotics and Automation,15,2,,engineering,2022/3,Engineering
ENGM021,Smart Production Systems,15,2,,engineering,2022/3,Engineering
ENGM023,Sustainable Manufacturing,15,1,,engineering,2022/3,Engineering
ENGM024,Trauma and Degeneration,15,,,engineering,2022/3,Engineering
ENGM025,Smart Civil Structures,15,,,engineering,2022/3,Engineering
ENGM026,"Design, Innovation & Entrepreneurship",15,1,,engineering,2022/3,Engineering
ENGM027,Engineering Management Science,30,1 and 2,,engineering,2022/3,Engineering
ENGM028,MSc Industrial Placement,60,"1, 2 and 3",,engineering,2022/3,Engineering
ENGM029,Power Systems Analysis,15,1,,engineering,2022/3,Engineering
ENGM030,Digital Twinning for Power System Plant,15,2,,engineering,2022/3,Engineering
ENGM031,Smart Grids and Sustainable Energy Systems,15,2,,engineering,2022/3,Engineering
ENGM032,Resilience of Electrical Energy Systems,15,2,,engineering,2022/3,Engineering
ENGM033,Supply Chain Quality Management,15,2,,engineering,2022/3,Engineering
ENGM034,Energy Autonomous Sensor Systems,15,,,engineering,2022/3,Engineering
ECMM102,Group Project (MEng),60,"1, 2 and 3",,engineering,2022/3,Engineering
ECMM103,Computer Aided Engineering Design,15,1,,engineering,2022/3,Engineering
ECMM107,Mechanics of Materials,15,1,,engineering,2022/3,Engineering
ECMM108,Advanced Structural Engineering,15,2,,engineering,2022/3,Engineering
ECMM109,Advanced Geotechnical Engineering,15,2,,engineering,2022/3,Engineering
ECMM110,Water and Environmental Systems,15,2,,engineering,2022/3,Engineering
ECMM112,Manufacturing Supply Chain Management,15,1,,engineering,2022/3,Engineering
ECMM113,"Agile, Lean and Competitive Enterprise",15,1,,engineering,2022/3,Engineering
ECMM124,Hydroinformatics Tools,15,1,,engineering,2022/3,Engineering
ECMM127,Advanced Materials Engineering,15,1,,engineering,2022/3,Engineering
ECMM132,Urban Drainage and Waste Water Management,15,2,,engineering,2022/3,Engineering
ECMM133,Water Supply and Distribution Management,15,1,,engineering,2022/3,Engineering
ECMM134,Environmental Processes,15,1,,engineering,2022/3,Engineering
ECMM136,Systems Analysis in Engineering,15,2,,engineering,2022/3,Engineering
ECMM140,Vibration Engineering,15,1,,engineering,2022/3,Engineering
ECMM141,Multivariable State-Space Control,15,1,,engineering,2022/3,Engineering
ECMM142,Contemporary Advanced Materials Research,15,2,,engineering,2022/3,Engineering
ECMM144,Environmental and Computational Hydraulics,15,1,,engineering,2022/3,Engineering
