module_code,academic_year,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning
MTH2006,2021/2,Statistical Modelling and Inference,30.0,128.0,70.0,230.0,0.0,30.0,70.0,0.0,3.0,5.0,No
MTH2008,2021/2,Real Analysis,15.0,260.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
MTH2009,2021/2,Complex Analysis,15.0,200.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
MTH2010,2021/2,"Groups, Rings and Fields",15.0,120.0,38.0,112.0,,10.0,90.0,0.0,2.0,5.0,No
MTH2011,2021/2,Linear Algebra,15.0,230.0,38.0,112.0,0.0,10.0,90.0,0.0,2.0,5.0,No
MTH2100,2021/2,Employability and Career Resources,0.0,240.0,15.0,30.0,0.0,0.0,0.0,,,5.0,No
MTH3001,2021/2,Theory of Weather and Climate,15.0,61.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3004,2021/2,Number Theory,15.0,100.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3006,2021/2,Mathematical Biology and Ecology,15.0,90.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3007,2021/2,Fluid Dynamics,15.0,152.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3008,2021/2,Partial Differential Equations,15.0,88.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3011,2021/2,Nonlinear Systems and Control,15.0,11.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3019,2021/2,Mathematics: History and Culture,15.0,67.0,20.0,130.0,0.0,40.0,50.0,10.0,4.0,6.0,No
MTH3022,2021/2,"Graphs, Networks and Algorithms",15.0,76.0,33.0,117.0,0.0,0.0,60.0,40.0,3.0,6.0,No
MTH3024,2021/2,Stochastic Processes,15.0,100.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3025,2021/2,Semester of Mathematical Studies Abroad,60.0,5.0,,,,100.0,0.0,,,6.0,No
MTH3026,2021/2,Cryptography,15.0,116.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3028,2021/2,Statistical Inference: Theory and Practice,15.0,80.0,33.0,117.0,,30.0,70.0,,2.0,6.0,No
MTH3030,2021/2,Mathematics of Climate Change,15.0,170.0,33.0,117.0,,20.0,80.0,,2.0,6.0,No
MTH3032,2021/2,Applications of Geometry and Topology,15.0,44.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3035,2021/2,Mathematics Group Project,15.0,138.0,22.0,128.0,0.0,85.0,0.0,15.0,5.0,6.0,No
MTH3038,2021/2,Galois Theory,15.0,30.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3039,2021/2,Computational Nonlinear Dynamics,15.0,19.0,33.0,117.0,0.0,100.0,0.0,0.0,2.0,6.0,No
MTH3040,2021/2,Topology and Metric Spaces,15.0,24.0,33.0,127.0,0.0,20.0,80.0,0.0,2.0,6.0,No
MTH3041,2021/2,"Bayesian statistics, Philosophy and Practice",15.0,25.0,33.0,117.0,0.0,20.0,80.0,,2.0,6.0,No
MTH3042,2021/2,Integral Equations,15.0,150.0,33.0,117.0,,20.0,80.0,0.0,2.0,6.0,No
MTH3045,2021/2,Statistical Computing,15.0,100.0,33.0,117.0,,70.0,30.0,,3.0,6.0,No
MTH3048,2021/2,Sustainability Summer School Programme,15.0,6.0,48.0,102.0,0.0,80.0,20.0,0.0,2.0,6.0,No
MTH3100,2021/2,Industrial Placement,120.0,6.0,6.0,314.0,880.0,90.0,0.0,10.0,6.0,3.0,No
MTHM001,2021/2,Functional Analysis,15.0,20.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM002,2021/2,Methods for Stochastics and Finance,15.0,58.0,33.0,117.0,,0.0,100.0,,3.0,7.0,No
MTHM003,2021/2,Analysis and Computation for Finance,15.0,49.0,39.0,114.0,,50.0,50.0,,4.0,7.0,No
MTHM004,2021/2,Fractal Geometry,15.0,20.0,33.0,127.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM005,2021/2,Mathematical Sciences Project,30.0,34.0,22.0,278.0,,90.0,0.0,10.0,2.0,7.0,No
MTHM006,2021/2,Mathematical Theory of Option Pricing,15.0,48.0,22.0,128.0,,20.0,80.0,0.0,3.0,7.0,No
MTHM007,2021/2,Engaging with Research,15.0,20.0,44.0,106.0,0.0,100.0,0.0,0.0,4.0,7.0,No
MTHM008,2021/2,Computational Modelling,15.0,20.0,33.0,117.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM009,2021/2,Advanced Topics in Mathematical & Computational Biology,15.0,10.0,33.0,117.0,0.0,100.0,0.0,0.0,1.0,7.0,No
MTHM010,2021/2,Representation Theory of Finite Groups,15.0,,33.0,117.0,,20.0,80.0,,3.0,7.0,No
MTHM017,2021/2,Advanced Topics in Statistics,15.0,50.0,30.0,120.0,0.0,100.0,0.0,0.0,2.0,7.0,No
MTHM018,2021/2,Dynamical Systems and Chaos,15.0,33.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM019,2021/2,Fluid Dynamics of Atmospheres and Oceans,15.0,23.0,33.0,117.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM021,2021/2,Advanced Mathematics Project,60.0,25.0,22.0,578.0,0.0,100.0,0.0,0.0,2.0,7.0,No
MTHM023,2021/2,Modelling the Weather and Climate,15.0,5.0,33.0,117.0,0.0,50.0,50.0,0.0,3.0,7.0,No
MTHM029,2021/2,Algebraic Curves,15.0,11.0,50.0,100.0,0.0,20.0,80.0,0.0,3.0,7.0,No
MTHM030,2021/2,"Waves, Instabilities and Turbulence",15.0,13.0,33.0,117.0,0.0,40.0,60.0,0.0,3.0,7.0,No
MTHM031,2021/2,Magnetic Fields and Fluid Flows,15.0,21.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM032,2021/2,"Mathematics, Business and Finance Project",30.0,4.0,22.0,278.0,,100.0,0.0,0.0,3.0,7.0,No
MTHM033,2021/2,Statistical Modelling in Space and Time,15.0,20.0,33.0,115.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM036,2021/2,Research in Mathematical Sciences,15.0,42.0,20.0,130.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM040,2021/2,MSci Project,45.0,3.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM041,2021/2,Analytic Number Theory,15.0,30.0,33.0,117.0,0.0,0.0,100.0,0.0,1.0,7.0,No
MTHM044,2021/2,MMATH Project in Statistics,45.0,20.0,25.0,425.0,0.0,90.0,0.0,10.0,3.0,7.0,No
MTHM045,2021/2,Space Weather and Plasmas,15.0,10.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM047,2021/2,"Bayesian Statistics, Philosophy and Practice",15.0,28.0,33.0,117.0,0.0,20.0,80.0,0.0,2.0,7.0,No
MTHM048,2021/2,Ergodic Theory,15.0,20.0,33.0,117.0,0.0,20.0,80.0,,3.0,7.0,No
MTHM051,2021/2,Fundamentals of Weather and Climate Science,15.0,,33.0,117.0,,20.0,80.0,,2.0,7.0,No
MTHM052,2021/2,Mid-Latitude Weather Systems,15.0,20.0,33.0,117.0,,20.0,80.0,,2.0,7.0,No
MTHM053,2021/2,MSc Professional Placement,60.0,20.0,20.0,80.0,500.0,80.0,0.0,20.0,3.0,7.0,No
MTHM501,2021/2,Working with Data,15.0,50.0,30.0,120.0,0.0,100.0,0.0,0.0,1.0,7.0,No
MTHM502,2021/2,Introduction to Data Science and Statistical Modelling,15.0,50.0,30.0,120.0,0.0,100.0,0.0,0.0,1.0,7.0,No
MTHM503,2021/2,Applications of Data Science and Statistics,15.0,15.0,36.0,114.0,0.0,60.0,40.0,0.0,3.0,7.0,No
MTHM504,2021/2,Applied Data Science and Statistics Project,60.0,50.0,20.0,580.0,0.0,100.0,0.0,0.0,3.0,7.0,No
MTHM505,2021/2,Data Science and Statistical Modelling in Space and Time,15.0,50.0,30.0,118.0,,100.0,0.0,,2.0,,No
MTHM506,2021/2,Statistical Data Modelling,15.0,50.0,30.0,120.0,,100.0,0.0,,3.0,7.0,No
MTHM507,2021/2,Communicating Data Science,15.0,60.0,40.0,110.0,,100.0,0.0,,3.0,7.0,No
MTHM508,2021/2,Bayesian Philosophy and Methods in Data Science,15.0,28.0,33.0,117.0,,50.0,50.0,,3.0,,No
LAW2701,2021/2,,,,,,,,,,,,
ARC2516,2021/2,,,,,,,,,,,,
BEP1160,2022/3,,,,,,,,,,,,
BEM3047,2022/3,,,,,,,,,,,,
BEMM492Z,2022/3,,,,,,,,,,,,
BEPM001,2022/3,,,,,,,,,,,,
BEPM002,2022/3,,,,,,,,,,,,
BEPM003,2022/3,,,,,,,,,,,,
ENG1002,2022/3,Engineering Mathematics and Scientific Computing,30.0,200.0,120.0,180.0,0.0,30.0,70.0,0.0,2.0,4.0,No
ENG1005,2022/3,Multi-Disciplinary Group Challenge Project,30.0,240.0,70.0,230.0,,50.0,0.0,50.0,6.0,4.0,No
ENG1006,2022/3,Entrepreneurship 1,15.0,225.0,27.0,123.0,0.0,100.0,0.0,0.0,6.0,4.0,No
ENG1007,2022/3,Fundamentals of Mechanics,15.0,240.0,44.0,106.0,0.0,40.0,60.0,0.0,4.0,4.0,No
ENG1008,2022/3,Fundamentals of Materials,15.0,240.0,44.0,106.0,0.0,45.0,55.0,0.0,3.0,4.0,No
ENG1009,2022/3,Fundamentals of Electronics,15.0,,76.0,74.0,0.0,45.0,55.0,0.0,3.0,4.0,No
ECM1102,2022/3,Core Engineering 1,30.0,195.0,130.0,170.0,0.0,24.0,70.0,6.0,7.0,4.0,No
ECM1106,2022/3,Electronics for Engineers: Core Engineering 2,15.0,206.0,34.0,116.0,0.0,10.0,60.0,30.0,3.0,1.0,No
ECM1107,2022/3,Materials and Manufacturing: Core Engineering 2,15.0,171.0,28.0,122.0,0.0,30.0,70.0,0.0,3.0,1.0,No
ECM1108,2022/3,Engineering Mechanics: Core Engineering 2,15.0,173.0,40.0,110.0,0.0,30.0,70.0,0.0,5.0,1.0,No
ECM1110,2022/3,Engineering Mathematics,30.0,195.0,100.0,200.0,0.0,20.0,80.0,0.0,3.0,4.0,No
ECM1111,2022/3,Entrepreneurship Skills Development 1,15,225.0,45,105.0,0.0,100,0,0.0,9.0,4.0,No
ENG2001,2022/3,Civil Engineering Challenge Project,30,60.0,100,200.0,0.0,100,0,0.0,3.0,5.0,No
ENG2003,2022/3,Electronic Engineering Challenge Project,30,30.0,70,230.0,,100,0,,6.0,5.0,No
ENG2004,2022/3,Entrepreneurship 2,15,250.0,25,125.0,0.0,100,0,0.0,5.0,5.0,No
ENG2005,2022/3,Entrepreneurship Challenge Project,30,20.0,55,245.0,0.0,100,0,0.0,5.0,5.0,No
ENG2006,2022/3,Industry 4.0,15,200.0,24,126.0,,100,0,0.0,3.0,5.0,No
ENG2007,2022/3,Introduction to Fluid Dynamics,15,,50,100.0,,30,70,,2.0,5.0,No
ENG2008,2022/3,Microcontroller Engineering,15,15.0,63,87.0,0.0,40,60,,4.0,5.0,No
ENG2009,2022/3,Modelling of Engineering Systems,15,,33,117.0,,50,50,,2.0,5.0,No
ENG2010,2022/3,Soil Mechanics,15,,57,93.0,,50,35,15.0,3.0,5.0,No
ENG2011,2022/3,Solid Mechanics,15,,25,125.0,0.0,20,80,,2.0,5.0,No
ENG2012,2022/3,Structural Behaviour,15,160.0,39,111.0,,15,85,,2.0,5.0,No
ENG2013,2022/3,Sustainable Design Challenge Project,30,,55,245.0,,100,0,,4.0,5.0,No
ENG2014,2022/3,Technology Entrepreneurship,15,20.0,19,131.0,,100,0,,2.0,5.0,No
ENG2015,2022/3,Management Challenge Project,30,,55,245.0,,100,0,0.0,4.0,5.0,No
ENG2016,2022/3,Introduction in Economics and Company Finance,15,25.0,22,128.0,,50,50,,2.0,4.0,No
ENG2017,2022/3,Communication and Networking Technologies,15,20.0,30,120.0,0.0,40,60,,4.0,2.0,No
ENG2118,2022/3,Analogue and Digital Electronics Design,15,24.0,50,100.0,,40,60,,5.0,,No
ECM2102,2022/3,Management and Management Science,15,175.0,34,116.0,0.0,40,60,,3.0,5.0,No
ECM2105,2022/3,Control Engineering,15,182.0,33,117.0,0.0,30,70,,2.0,2.0,No
ECM2106,2022/3,Manufacturing Systems,15,17.0,22,138.0,0.0,30,70,,3.0,5.0,No
ECM2115,2022/3,"PICS, Microcontrollers and Microprocessors",15,33.0,51,99.0,0.0,40,60,,4.0,5.0,No
ECM2121,2022/3,Entrepreneurship 2,15,200.0,55,95.0,0.0,100,0,0.0,5.0,5.0,No
ENG3001,2022/3,Construction Project Management,15,,50,100.0,,100,0,,2.0,6.0,No
ENG3002,2022/3,Decision Making Systems & Decision Theory,15,35.0,22,128.0,0.0,0,100,0.0,1.0,6.0,No
ENG3003,2022/3,Digital Engineering and Building Information Modelling,15,,33,117.0,,100,0,,2.0,6.0,No
ENG3004,2022/3,Engineering Electromagnetics,15,30.0,42,108.0,0.0,30,70,0.0,2.0,6.0,No
ENG3005,2022/3,Fluid Dynamics and CFD,15,,50,100.0,,60,40,,3.0,6.0,No
ENG3006,2022/3,Geotechnical Engineering and Foundation Design,15,,48,102.0,,30,50,20.0,3.0,6.0,No
ENG3007,2022/3,Global Entrepreneurial Marketing,15,15.0,11,139.0,0.0,100,0,0.0,1.0,6.0,No
ENG3008A,2022/3,Mechanical Design and Build: Part 1 - Research,15,27.0,18,132.0,0.0,100,0,0.0,3.0,6.0,No
ENG3008B,2022/3,Mechanical Design and Build: Part 2 - Development,15,27.0,33,117.0,0.0,100,0,0.0,3.0,6.0,No
ENG3010,2022/3,Industrial Awareness & Problem Solving,15,40.0,45,105.0,0.0,100,0,0.0,3.0,6.0,No
ENG3011,2022/3,Management and Leadership,15,35.0,11,139.0,0.0,60,40,0.0,2.0,6.0,No
ENG3012,2022/3,Mechatronics,15,40.0,33,,117.0,25,70,5.0,3.0,6.0,No
ENG3013A,2022/3,Civil Design and Build: Part 1 - Research,15,,18,132.0,0.0,100,0,0.0,3.0,6.0,No
ENG3013B,2022/3,Civil Design and Build: Part 2 - Development,15,,33,117.0,,100,0,0.0,3.0,,No
ENG3014,2022/3,Structural Engineering,15,,35,115.0,0.0,35,65,0.0,3.0,6.0,No
ENG3015,2022/3,Structural Dynamics,15,,40,110.0,,30,70,,2.0,6.0,No
ENG3016,2022/3,Thermodynamics and Heat Transfer,15,,43,107.0,,15,70,15.0,3.0,6.0,No
ENG3017,2022/3,Quality Control and Improvement,15,35.0,22,128.0,0.0,30,70,0.0,2.0,6.0,No
ENG3018,2022/3,Control Engineering,15,180.0,32,118.0,0.0,25,75,0.0,2.0,6.0,No
ENG3019A,2022/3,Management Design and Build: Part 1 - Research,15,,18,132.0,0.0,50,0,50.0,2.0,6.0,No
ENG3019B,2022/3,Management Design and Build: Part 2 - Development,15,,33,117.0,0.0,50,0,50.0,2.0,6.0,No
ENG3020A,2022/3,Entrepreneurship Design and Build: Part 1 - Research,15,,13,137.0,,100,0,,3.0,6.0,No
ENG3020B,2022/3,Entrepreneurship Design and Build: Part 2 - Development,15,,33,117.0,0.0,50,0,50.0,2.0,6.0,No
ENG3021A,2022/3,Electronic Design and Build: Part 1 - Research,15,,18,132.0,0.0,70,0,30.0,3.0,6.0,No
ENG3021B,2022/3,Electronic Design and Build: Part 2 - Development,15,,33,0.0,117.0,50,0,50.0,3.0,6.0,No
ENG3022,2022/3,Finite Element Analysis for High Value Manufacturing,15,90.0,48,102.0,0.0,0,0,,2.0,6.0,No
ENG3207,2022/3,Practical Hydraulic Engineering,15,25.0,40,60.0,50.0,30,70,0.0,2.0,6.0,No
ECM3130,2022/3,Engineering in Society and Company Finance,15,183.0,78.0,72.0,0.0,30.0,70.0,,2.0,3.0,No
ECM3149,2022/3,Commercial and Industrial Experience and Individual Project (BEng/MEng),45,7.0,27.0,123.0,300.0,100.0,0.0,0.0,,6.0,No
ECM3152,2022/3,Computational Engineering,15,79.0,31.0,119.0,29.0,100.0,0.0,,3.0,3.0,No
ECM3153,2022/3,Management of Product Development,15,82.0,22.0,128.0,0.0,40.0,60.0,,3.0,3.0,No
ECM3156,2022/3,Civil Engineering Hydraulics,15,47.0,54.0,96.0,0.0,30.0,40.0,30.0,5.0,3.0,No
ECM3158,2022/3,Water Resources and Pollution Control,15,28.0,48.0,102.0,0.0,30.0,70.0,,3.0,3.0,No
ECM3159,2022/3,Management of Processes and People,15,26.0,24.0,126.0,0.0,40.0,60.0,,3.0,6.0,No
ECM3160,2022/3,Materials,15,49.0,84.0,66.0,0.0,40.0,60.0,,4.0,3.0,No
ECM3164,2022/3,Operations Management,15,39.0,22.0,128.0,0.0,30.0,70.0,,2.0,6.0,No
ECM3165,2022/3,Digital Signal Processing,15,20.0,45.0,105.0,0.0,40.0,60.0,,5.0,3.0,No
ECM3166,2022/3,Communications Engineering,15,30.0,50.0,100.0,0.0,20.0,60.0,20.0,4.0,3.0,No
ECM3172,2022/3,Study Abroad Semester,60,10.0,0.0,0.0,600.0,0.0,100.0,0.0,1.0,6.0,No
ECM3173,2022/3,Structural Dynamics,15,80.0,40.0,110.0,,25.0,75.0,,2.0,6.0,No
ECM3174,2022/3,Year in Industry,120,4.0,6.0,,,80.0,0.0,20.0,4.0,6.0,No
ECM3175,2022/3,Individual Project,30,106.0,27.0,300.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ECM3176,2022/3,Industrial Awareness and Problem Solving,15,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No
ECM3177,2022/3,Market Research and Business Planning,15,50.0,12.0,138.0,0.0,100.0,0.0,0.0,2.0,6.0,No
ENGM001,2022/3,Additive Manufacturing,15,,16.0,137.0,0.0,40.0,60.0,0.0,2.0,7.0,No
ENGM002,2022/3,Advanced Communication Systems,15,,41.0,109.0,,40.0,60.0,,5.0,7.0,No
ENGM003,2022/3,Advanced Finite Element Analysis (FEA),15,,33.0,117.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ENGM005,2022/3,Business Start-up Project,90,,,900.0,,100.0,0.0,,1.0,7.0,No
ENGM006,2022/3,Civil Engineering Materials,15,,44.0,106.0,,30.0,70.0,,2.0,7.0,No
ENGM008,2022/3,Design of Reinforced Concrete and Steel Structures,15,,26.0,124.0,,30.0,70.0,,3.0,7.0,No
ENGM009,2022/3,Electric Machines and Power Electronics,15,10.0,43.0,107.0,0.0,30.0,70.0,0.0,4.0,7.0,No
ENGM010,2022/3,Data-Centric Engineering,15,,33.0,117.0,,100.0,0.0,,4.0,7.0,No
ENGM011,2022/3,Entrepreneurship 3,30,,22.0,278.0,,100.0,0.0,,2.0,7.0,No
ENGM012,2022/3,Performance Based Design Under Dynamic Loading,15,,33.0,117.0,,30.0,70.0,,2.0,7.0,No
ENGM014,2022/3,Individual Project - MEng students,45,,,,,,,,,7.0,No
ENGM015,2022/3,MEng Individual Investigative Project,45,80.0,22.0,428.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM016,2022/3,Metamaterials,15,,33.0,117.0,,80.0,0.0,20.0,3.0,7.0,No
ENGM017,2022/3,Composite Materials,15,,22.0,128.0,,40.0,60.0,,2.0,7.0,No
ENGM018,2022/3,Nonlinear Control,15,,35.0,115.0,,30.0,70.0,,2.0,7.0,No
ENGM020,2022/3,Robotics and Automation,15,,41.0,109.0,,60.0,40.0,,3.0,7.0,No
ENGM021,2022/3,Smart Production Systems,15,150.0,33.0,117.0,,0.0,100.0,,1.0,7.0,No
ENGM023,2022/3,Sustainable Manufacturing,15,250.0,22.0,128.0,,100.0,0.0,,1.0,7.0,No
ENGM024,2022/3,Trauma and Degeneration,15,,,,,,,,,7.0,No
ENGM025,2022/3,Smart Civil Structures,15,,44.0,106.0,,65.0,35.0,,4.0,,No
ENGM026,2022/3,"Design, Innovation & Entrepreneurship",15,15.0,27.0,123.0,,100.0,0.0,0.0,2.0,7.0,No
ENGM027,2022/3,Engineering Management Science,30,150.0,66.0,234.0,,85.0,0.0,15.0,5.0,,No
ENGM028,2022/3,MSc Industrial Placement,60,20.0,20.0,80.0,500.0,80.0,0.0,20.0,,7.0,No
ENGM029,2022/3,Power Systems Analysis,15,10.0,41.0,109.0,,30.0,70.0,,3.0,,No
ENGM030,2022/3,Digital Twinning for Power System Plant,15,10.0,41.0,109.0,,30.0,70.0,,3.0,,No
ENGM031,2022/3,Smart Grids and Sustainable Energy Systems,15,10.0,41.0,109.0,,30.0,70.0,,3.0,,No
ENGM032,2022/3,Resilience of Electrical Energy Systems,15,10.0,41.0,109.0,,30.0,70.0,,3.0,,No
ENGM033,2022/3,Supply Chain Quality Management,15,100.0,20.0,130.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ENGM034,2022/3,Energy Autonomous Sensor Systems,15,,,,,,,,,,No
ECMM102,2022/3,Group Project (MEng),60,75.0,0.0,600.0,,100.0,0.0,,2.0,7.0,No
ECMM103,2022/3,Computer Aided Engineering Design,15,37.0,28.0,122.0,0.0,100.0,0.0,,4.0,7.0,No
ECMM107,2022/3,Mechanics of Materials,15,0.0,28.0,122.0,,30.0,70.0,,2.0,7.0,No
ECMM108,2022/3,Advanced Structural Engineering,15,0.0,22.0,128.0,,50.0,50.0,0.0,3.0,7.0,No
ECMM109,2022/3,Advanced Geotechnical Engineering,15.0,0.0,41.0,109.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM110,2022/3,Water and Environmental Systems,15.0,0.0,22.0,128.0,,65.0,0.0,35.0,3.0,7.0,No
ECMM112,2022/3,Manufacturing Supply Chain Management,15.0,30.0,22.0,128.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM113,2022/3,"Agile, Lean and Competitive Enterprise",15.0,60.0,44.0,106.0,,100.0,0.0,0.0,2.0,7.0,No
ECMM124,2022/3,Hydroinformatics Tools,15.0,0.0,40.0,110.0,,30.0,70.0,,2.0,7.0,No
ECMM127,2022/3,Advanced Materials Engineering,15.0,0.0,22.0,128.0,,30.0,70.0,,3.0,7.0,No
ECMM132,2022/3,Urban Drainage and Waste Water Management,15.0,0.0,44.0,106.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM133,2022/3,Water Supply and Distribution Management,15.0,0.0,36.0,114.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM134,2022/3,Environmental Processes,15.0,0.0,34.0,116.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM136,2022/3,Systems Analysis in Engineering,15.0,0.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM140,2022/3,Vibration Engineering,15.0,0.0,33.0,117.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM141,2022/3,Multivariable State-Space Control,15.0,0.0,27.0,123.0,0.0,20.0,80.0,0.0,2.0,7.0,No
ECMM142,2022/3,Contemporary Advanced Materials Research,15.0,0.0,22.0,128.0,0.0,80.0,0.0,20.0,5.0,7.0,No
ECMM144,2022/3,Environmental and Computational Hydraulics,15.0,0.0,36.0,114.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM145,2022/3,Computational Hydrology,15.0,20.0,36.0,114.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM146,2022/3,Mathematical Modelling of Waste Water Treatment Processes,15.0,19.0,36.0,114.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM147,2022/3,Mechatronics: Sensors and Machine Automation,15.0,47.0,33.0,117.0,0.0,25.0,70.0,5.0,3.0,7.0,No
ECMM148,2022/3,Advanced CFD,15.0,0.0,26.0,124.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM149,2022/3,Linear Systems and Structural Analysis,15.0,0.0,33.0,117.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM150,2022/3,Structural Design,15.0,0.0,37.0,113.0,0.0,30.0,70.0,0.0,3.0,7.0,No
ECMM151,2022/3,Introduction to Earthquake Engineering,15.0,0.0,50.0,100.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM153,2022/3,Conceptual Design of Buildings,15.0,30.0,40.0,110.0,0.0,30.0,70.0,0.0,2.0,7.0,No
ECMM158,2022/3,Active and Passive Structural Control,15.0,0.0,40.0,110.0,0.0,30.0,70.0,,2.0,7.0,No
ECMM159,2022/3,Structural Health and Performance Monitoring,15.0,0.0,44.0,106.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM160,2022/3,Engineering Materials and the Environment,15.0,0.0,22.0,128.0,0.0,40.0,60.0,0.0,4.0,7.0,No
ECMM162,2022/3,Water Management in Developing Countries,15.0,20.0,30.0,120.0,0.0,100.0,0.0,0.0,3.0,7.0,No
ECMM163,2022/3,Sustainable Engineering,15.0,0.0,40.0,110.0,0.0,100.0,0.0,0.0,2.0,7.0,No
ECMM164,2022/3,MSc Dissertation,60.0,200.0,22.0,578.0,0.0,0.0,90.0,10.0,3.0,7.0,No
ECMM168,2022/3,Project Management,15.0,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM171,2022/3,Programming for Engineering,15.0,66.0,36.0,114.0,0.0,80.0,0.0,20.0,3.0,7.0,No
ECMM172,2022/3,Management Science,15.0,0.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,7.0,No
ECMM178,2022/3,Computational Techniques for Engineers,15.0,0.0,26.0,124.0,0.0,0.0,0.0,100.0,2.0,7.0,No
ECMM180,2022/3,Business Start-up Project,90.0,50.0,0.0,100.0,0.0,100.0,0.0,0.0,4.0,7.0,No
ECMM181,2022/3,Entrepreneurship Skills Development 3,30.0,50.0,20.0,280.0,0.0,100.0,0.0,0.0,2.0,7.0,No
EMP3001,2022/3,Commercial and Industrial Experience,15.0,31.0,9.0,61.0,80.0,100.0,0.0,0.0,2.0,6.0,No
EMP3003,2022/3,Professional Experience,45.0,1.0,20.0,350.0,80.0,90.0,0.0,10.0,5.0,6.0,No
EAF2513,2022/3,,,,,,,,,,,,
PSYM230,2022/3,,,,,,,,,,,,
PSYM231,2022/3,,,,,,,,,,,,
PSYM232,2022/3,,,,,,,,,,,,
PSYM233,2022/3,,,,,,,,,,,,
PYCM118,2022/3,,,,,,,,,,,,
PYCMXXX,2022/3,,,,,,,,,,,,
CLAM260,2022/3,,,,,,,,,,,,
BIO2092,2022/3,,,,,,,,,,,,
BIOM704Z,2022/3,,,,,,,,,,,,
BIOM705Z,2022/3,,,,,,,,,,,,
BIOM706Z,2022/3,,,,,,,,,,,,
BIOM707Z,2022/3,,,,,,,,,,,,
BIOM708Z,2022/3,,,,,,,,,,,,
BIOM709Z,2022/3,,,,,,,,,,,,
MTH0001,2022/3,Principles of Pure Mathematics,30.0,30.0,88.0,212.0,0.0,40.0,60.0,0.0,4.0,,No
MTH0002,2022/3,Applied Mathematics,30.0,30.0,88.0,212.0,0.0,40.0,60.0,0.0,6.0,,No
MTH0003,2022/3,Exploring Mathematics,15.0,30.0,33.0,117.0,0.0,50.0,50.0,0.0,4.0,,No
MTH0004,2022/3,Foundation Statistics,15.0,30.0,44.0,106.0,0.0,40.0,60.0,0.0,3.0,,No
MTH0005,2022/3,Science: Skills and Culture,30.0,30.0,41.0,237.0,22.0,70.0,0.0,30.0,4.0,,No
MTH1000,2022/3,Foundations,0.0,300.0,84.0,36.0,,0.0,0.0,0.0,,4.0,No
MTH1001,2022/3,Mathematical Structures,30.0,200.0,76.0,224.0,,10.0,90.0,0.0,4.0,4.0,No
MTH1002,2022/3,Mathematical Methods,30.0,200.0,76.0,224.0,,0.0,100.0,0.0,4.0,4.0,No
