module_code,module_title,credits_raw,term_raw,stage,dept_slug,academic_year,dept_name,dept_code
BEM2007,Operations Management,15,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2011DA,Operational and Organisational Strategy,30,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2012DA,Project Management and Decision Making,30,3,Stage Two Modules,management,2021/2,Management,BEM
BEM2013DA,"Sales, Marketing and Communication",30,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2014DA,Leading and Managing People,30,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2016,Consumer Behaviour,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2021,Human Resource Management,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2025,Marketing Communications: Strategies and Applications,15,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2027,Information Systems,15,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2031,Introduction to Business Analytics,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2033,Brands and Branding,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2034,Digital Technologies and the Future of Work,15,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2035,Leading in International Contexts,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2037,Leadership: Challenges and Practice,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2039,Business Analytics in Practice,15,1,Stage Two Modules,management,2021/2,Management,BEM
BEM2040,Database Technologies for Business Analytics,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2041,Marketing Analytics,15,2,Stage Two Modules,management,2021/2,Management,BEM
BEM2047,Organisational Behaviour,30,1 and 2,Stage Two Modules,management,2021/2,Management,BEM
BEP2020,Project Management,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2030,Business Practice (Placement/Work Experience Project),15,1 and 2,Stage Two Modules,management,2021/2,Management,BEP
BEP2040,Strategic Concepts for Business,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2050,Finance for Business,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2060,Research Inquiry for Practice,15,2,Stage Two Modules,management,2021/2,Management,BEP
BEP2110,Workplace Wellbeing,15,2,Stage Two Modules,management,2021/2,Management,BEP
BEP2120,Digital Technologies and the Future of Work,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2130,Preparation for 'with Year Abroad',,"1, 2 and 3",Stage Two Modules,management,2021/2,Management,BEP
BEP2140,Business Analytics,15,2,Stage Two Modules,management,2021/2,Management,BEP
BEP2150,Ecological Economics,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2160,Institutional Economics,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2180,With Industrial Experience Preparation,,"1, 2 and 3",Stage Two Modules,management,2021/2,Management,BEP
BEP2190,Understanding Financial Statements,15,2,Stage Two Modules,management,2021/2,Management,BEP
BEP2200,Marketing Analytics,15,1,Stage Two Modules,management,2021/2,Management,BEP
BEP2210,Circular Enterprise Economy,15,2,Stage Two Modules,management,2021/2,Management,BEP
BUS2004,Business Internships and Placements,15,1,Stage Two Modules,management,2021/2,Management,BUS
BEM3012DA3,Implementing Strategy and Change,20,,Stage Three Modules,management,2021/2,Management,BEM
BEM3013DA3,Leadership in Dynamic Environments,40,,Stage Three Modules,management,2021/2,Management,BEM
BEM3014DA3,Work Based Learning: Final Innovation Project,60,,Stage Three Modules,management,2021/2,Management,BEM
BEM3015DA,Business Finance,30,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3016DA,Digital Business and New Technology,30,3,Stage Three Modules,management,2021/2,Management,BEM
BEM3017DA,Developing Managerial Behaviours,30,"1, 2 and 3",Stage Three Modules,management,2021/2,Management,BEM
BEM3018DA,Organisational Research Project,30,3,Stage Three Modules,management,2021/2,Management,BEM
BEM3022,Purchasing and Supply Management,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3030,International Business History,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3041,Marketing Management and Strategy,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3046,Managing Human Resources: Advanced Issues,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3047,Contemporary Leadership Issues,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3052,Managing Change and Crisis in Organisations,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3055,Ethics and Responsible Innovation,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3056,Business and Climate Change,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3057,Employment Law for Managers,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEM3059,Circular Economy Business and Enterprise,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3061,Business Ignition - Idea to Implementation,15,2,Stage Three Modules,management,2021/2,Management,BEM
BEM3067,Innovation for Urgent Global Challenges,15,1,Stage Three Modules,management,2021/2,Management,BEM
BEP3002,Business School Industrial Experience (Penryn),120,1 and 2,Stage Three Modules,management,2021/2,Management,BEP
BEP3010,Social and Technological Innovation,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3011,Business and Climate Change,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3020,Practice-Based Consultancy Management,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3030,Globalisation and Internationalisation,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3040,Local-Global Innovation (Cornwall Research Seminar Series),15,1 and 2,Stage Three Modules,management,2021/2,Management,BEP
BEP3050,Future-Facing Dissertation/Project,30,1 and 2,Stage Three Modules,management,2021/2,Management,BEP
BEP3070,Crisis: Change and Creativity in Organisations,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3090,Business Field Trip,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3100,Year Abroad,120,"1, 2 and 3",Stage Three Modules,management,2021/2,Management,BEP
BEP3100A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2021/2,Management,BEP
BEP3100B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2021/2,Management,BEP
BEP3100C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2021/2,Management,BEP
BEP3110,Marketing Strategy,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3120,Economics of Climate Change,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3130,Biomimicry,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3140,Modelling with Big Data Analytics,15,1,Stage Three Modules,management,2021/2,Management,BEP
BEP3150,Predictive Analysis Technologies,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3160,Transformational Leadership,15,2,Stage Three Modules,management,2021/2,Management,BEP
BEP3170,Natural Capital Accounting,15,1,Stage Three Modules,management,2021/2,Management,BEP
BUS3000A,Year Abroad (Study and Work Placement),120,1 and 2,Stage Three Modules,management,2021/2,Management,BUS
BUS3000B,Year Abroad (Study),120,1 and 2,Stage Three Modules,management,2021/2,Management,BUS
BUS3000C,Year Abroad (Work Placement),120,"1, 2 and 3",Stage Three Modules,management,2021/2,Management,BUS
BUS3001,Dissertation,30,2,Stage Three Modules,management,2021/2,Management,BUS
BUS3002,Business School Industrial Experience,120,1 and 2,Stage Three Modules,management,2021/2,Management,BUS
BEMM042,Resourcing and Talent Management,15,1 and 2,Masters Modules,management,2021/2,Management,BEM
BEMM043,HRM in Context,15,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM044,Human Resource Development (HRD),15,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM046,Employment Law,15,1 and 2,Masters Modules,management,2021/2,Management,BEM
BEMM056,Masters Dissertation (HRM),60,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM057,Management Research Report,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM059,International Human Resource Management,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM065,Quantitative Research Methods,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM066,Qualitative Research Methods,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM067,Business and Management Research Design,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM068,Managing Competitive Strategy,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM069,Marketing and New Product Innovation,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM071,Leadership and Global Challenges,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM114,Managing Operations,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM115,Marketing Analysis and Research,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM116,Principles of International Business,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM118,Strategic Innovation Management,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM120,Understanding Consumer Behaviour,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM124DA,HR Strategy and Context,30,1,Masters Modules,management,2021/2,Management,BEM
BEMM125DA,HR Skills and Behaviours,30,2,Masters Modules,management,2021/2,Management,BEM
BEMM126,Purchasing and Supply Chain Management,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM128,Brand Design,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM130DA,Management Research Report and Presentation,45,3,Masters Modules,management,2021/2,Management,BEM
BEMM131DA,Working in Practice,15,3,Masters Modules,management,2021/2,Management,BEM
BEMM148,Marketing Strategy,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM149,Business Project,30,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM158,Business and Management Research Skills,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM166,Integrated Marketing Communications,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM170,Global Career Management - Theory and Practice,15,1 and 2,Masters Modules,management,2021/2,Management,BEM
BEMM171,Future Trends for International Management,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM178,Innovation Management,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM211DA,Leading and Managing People,30,1,Masters Modules,management,2021/2,Management,BEM
BEMM212DA,Innovation and Entrepreneurship in the Digital Era,30,2,Masters Modules,management,2021/2,Management,BEM
BEMM213DA,Work Based Learning Project 2. Innovation Project,30,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM215,Marketing in Practice,30,3,Masters Modules,management,2021/2,Management,BEM
BEMM216,Advanced Research Methods and Analysis,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM217,Macro-Level Organisation Theory,15,3,Masters Modules,management,2021/2,Management,BEM
BEMM219,Micro-Level Organisation Theory,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM222,Agile Innovation,30,1 and 2,Masters Modules,management,2021/2,Management,BEM
BEMM223,Operations and Project Management,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM224,"Funding, Accounting and Finance",15,2,Masters Modules,management,2021/2,Management,BEM
BEMM250,Dissertation (Marketing),30,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM251,Dissertation (Management),30,2 and 3,Masters Modules,management,2021/2,Management,BEM
BEMM355,Dissertation for MRes Mgt,60,2,Masters Modules,management,2021/2,Management,BEM
BEMM375,Sustainable Tourism Management,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM384,International Business Plan,30,3,Masters Modules,management,2021/2,Management,BEM
BEMM385,Entrepreneur Business Startup,60,1 and 2,Masters Modules,management,2021/2,Management,BEM
BEMM386,Business Law and Mitigating Risk,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM388,People Management,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM389,Business Analytics and Research Skills,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM391,"Sustainability, CSR and Business Ethics",15,1,Masters Modules,management,2021/2,Management,BEM
BEMM392,Summer School,30,3,Masters Modules,management,2021/2,Management,BEM
BEMM394,Entrepreneurship: New Venture Creation,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM455,Marketing for Management,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM456,Organisational Management and Leadership,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM457,Topics in Business Analytics,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM458,Programming for Business Analytics,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM459,Database Technologies for Business Analytics,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM460,Statistics and Mathematics for Business Analytics,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM461,Analytics and Visualisation for Managers and Consultants,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM462,Operations Analytics,15,3,Masters Modules,management,2021/2,Management,BEM
BEMM463,Marketing Analytics,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM464,Strategic and HR Analytics,15,3,Masters Modules,management,2021/2,Management,BEM
BEMM465,Environmental Analytics,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM472,International HRM in Practice,30,3,Masters Modules,management,2021/2,Management,BEM
BEMM473,Talent in Organisations,15,1,Masters Modules,management,2021/2,Management,BEM
BEMM486,Design Intelligence,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM487,Entrepreneurship: Venture Launch,30,3,Masters Modules,management,2021/2,Management,BEM
BEMM495Z,Responsible Leadership,30,1,Masters Modules,management,2021/2,Management,BEM
BEMM496Z,Digital Transformation,30,,Masters Modules,management,2021/2,Management,BEM
BEMM497Z,Supply Chain Analytics,30,,Masters Modules,management,2021/2,Management,BEM
BEMM498Z,Entrepreneurship,30,,Masters Modules,management,2021/2,Management,BEM
BEMM782,Digital Marketing Planning,15,2,Masters Modules,management,2021/2,Management,BEM
BEMM908DA,Resourcing and Talent Development,30,1,Masters Modules,management,2021/2,Management,BEM
MBAM900C,Career Transformation,,"1, 2 and 3",Masters Modules,management,2021/2,Management,MBA
MBAM914,MBA Project,20,2 and 3,Masters Modules,management,2021/2,Management,MBA
MBAM915B,The Entrepreneurial and Intrapreneurial Process: Starting Successful New Ventures,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM932,Business-to-Business Marketing,10,3,Masters Modules,management,2021/2,Management,MBA
MBAM934B,Sustainable Finance,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM935B,Managing Around the World,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM936B,MBA International Experiences,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM939B,Business Models in Context,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM942,Leading Resilient Organisations,10,3,Masters Modules,management,2021/2,Management,MBA
MBAM942B,Leading Resilient Organisations,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM947,Leadership Skills Expedition,10,2 and 3,Masters Modules,management,2021/2,Management,MBA
MBAM947B,Leadership Skills Expedition,15,2 and 3,Masters Modules,management,2021/2,Management,MBA
MBAM955B,Behavioural Economics in Practice,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM958,HRM and the Future of Work (is Now),10,3,Masters Modules,management,2021/2,Management,MBA
MBAM959,Digital Service Design,10,3,Masters Modules,management,2021/2,Management,MBA
MBAM959B,Digital Service Design,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM960,Achieving Enduring Success,30,1 and 2,Masters Modules,management,2021/2,Management,MBA
MBAM961,Designing a Better Future for All,20,1 and 2,Masters Modules,management,2021/2,Management,MBA
MBAM962B,Creating the New,20,1 and 2,Masters Modules,management,2021/2,Management,MBA
MBAM964,Understanding Our World,30,1 and 2,Masters Modules,management,2021/2,Management,MBA
MBAM965,Digital Marketing and Communications,10,3,Masters Modules,management,2021/2,Management,MBA
MBAM965B,Digital Marketing and Communications,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM966,Strategic Sales Management,10,3,Masters Modules,management,2021/2,Management,MBA
MBAM966B,Strategic Sales Management,15,3,Masters Modules,management,2021/2,Management,MBA
MBAM967,Career Ready Specialism,10,3,Masters Modules,management,2021/2,Management,MBA
ENG1002,Engineering Mathematics and Scientific Computing,30,1 and 2,,engineering,2021/2,Engineering,ENG
ENG1005,Multi-Disciplinary Group Challenge Project,30,1 and 2,,engineering,2021/2,Engineering,ENG
ENG1006,Entrepreneurship 1,15,1,,engineering,2021/2,Engineering,ENG
ENG1007,Fundamentals of Mechanics,15,1 and 2,,engineering,2021/2,Engineering,ENG
ENG1008,Fundamentals of Materials,15,1 and 2,,engineering,2021/2,Engineering,ENG
ENG1009,Fundamentals of Electronics,15,1 and 2,,engineering,2021/2,Engineering,ENG
ECM1102,Core Engineering 1,30,1,,engineering,2021/2,Engineering,ECM
ECM1106,Electronics for Engineers: Core Engineering 2,15,2,,engineering,2021/2,Engineering,ECM
ECM1107,Materials and Manufacturing: Core Engineering 2,15,2,,engineering,2021/2,Engineering,ECM
ECM1108,Engineering Mechanics: Core Engineering 2,15,2,,engineering,2021/2,Engineering,ECM
ECM1110,Engineering Mathematics,30,1 and 2,,engineering,2021/2,Engineering,ECM
ECM1111,Entrepreneurship Skills Development 1,15,1 and 2,,engineering,2021/2,Engineering,ECM
ENG2001,Civil Engineering Challenge Project,30,1 and 2,,engineering,2021/2,Engineering,ENG
ENG2003,Electronic Engineering Challenge Project,30,1 and 2,,engineering,2021/2,Engineering,ENG
