nss_year,subject_code,subject,nss_academic_support,nss_assessment_feedback,nss_free_expression,nss_learning_opps,nss_learning_resources,nss_organisation,nss_student_voice,nss_teaching
2024,CAH01-01,Medicine and dentistry,75.75901639344262,83.07234273318872,88.3,83.49607577807848,85.17399267399267,64.73890909090909,65.28092485549134,87.02435723951285
2024,CAH02-04,Nursing and midwifery,76.93333333333334,74.64,88.5,83.64999999999999,84.6,61.56666666666666,61.349333333333334,95.19999999999999
2024,CAH02-05,Medical sciences,79.72526711283315,75.75133708655876,75.2090743440233,81.49921730718495,87.46057403626757,78.79322646739786,68.56029321177776,87.75873713833435
2024,CAH03-01,Biosciences,79.4950755206006,74.49843357391072,69.83952590959207,82.8169382847983,85.0753527579256,84.04271071657362,65.8251441119956,90.38083812324555
2024,CAH03-02,Sport and exercise sciences,78.48636363636363,74.02000000000001,78.3,76.92241153342071,84.9561717352415,85.76036036036037,72.59632352941176,87.15517693315857
2024,CAH04-01,Psychology,72.37432010699956,68.20906174819567,74.92851296043656,77.20601604278076,85.00978311029073,82.13146220009054,68.96887661141804,86.92082777036048
2024,CAH07-01,Physics and astronomy,84.57087827426811,77.93176361957526,76.27014218009478,77.12804597701148,85.68076311605724,83.39726247987117,75.0304,89.37058823529412
2024,CAH07-04,"General, applied and forensic sciences",92.54649122807017,89.72263157894737,73.64736842105265,95.39111842105264,88.84866071428571,94.1,79.1710407239819,96.05065789473684
2024,CAH09-01,Mathematical sciences,74.72631113078116,76.43074369189907,73.01764705882353,83.73945892444738,81.57497645951034,82.06890092529902,60.45454545454545,84.52363306982872
2024,CAH10-01,Engineering,73.86306748466257,73.64464416727806,75.3923076923077,78.34550458715597,82.84304511278195,73.12537313432836,58.712243589743586,81.9190366972477
2024,CAH11-01,Computing,66.89438717067583,73.68380952380951,77.62307692307694,75.42823129251701,81.89538461538463,71.2208187134503,64.640799031477,80.52227891156463
2024,CAH15-01,"Sociology, social policy and anthropology",75.86666666666667,76.94000000000001,70.3,83.53450549450548,87.07187969924813,83.81958456973294,63.56913580246914,83.39956043956045
2024,CAH15-02,Economics,70.81421637186342,72.90132223310479,80.3,81.9,90.14751418084751,87.68294645101818,66.03774259448417,85.99735423811858
2024,CAH15-03,Politics,75.82807633766538,71.79068627450981,69.6,80.35,87.96334056399132,74.36350059737157,61.46338096391379,86.30533870120777
2024,CAH16-01,Law,72.18010704727922,72.53632255206026,75.6,76.13606575585915,87.78474756690999,84.59723589549412,61.16785464166213,86.52445971406405
2024,CAH17-01,Business and management,74.09243542435425,73.13816929435175,79.8,82.92519145351508,86.40920165211482,85.05767509626392,71.98835953628712,81.6790044451257
2024,CAH19-01,English studies,86.48945147679325,77.68183733670459,67.7,84.52072784810126,88.83654676258995,86.86545981173064,71.06571637426902,94.3
2024,CAH19-04,Languages and area studies,82.95425950196594,72.4307328605201,66.9,79.19567779960707,83.6189701897019,76.7073469387755,65.27551867219917,88.325
2024,CAH20-01,History and archaeology,83.05464316423044,75.31195455719082,72.3,79.50708762886597,88.23511852502195,80.78681898066783,65.27319587628865,90.07499999999999
2024,CAH20-02,Philosophy and religious studies,79.09322033898304,75.60481036077707,73.0,82.23293135435992,89.27763243950294,82.78834123222748,68.08378203048977,89.8054528650647
2024,CAH23-01,Combined and general studies,77.88397291196388,74.02625169147497,72.4,81.58950930626058,88.23741176470588,80.77728337236533,64.51520737327189,86.325
2024,CAH24-01,"Media, journalism and communications",85.66666666666667,81.25999999999999,68.5,82.2,88.97673860911272,79.75903614457832,71.20833333333333,91.025
2024,CAH25-02,Performing arts,81.16666666666667,76.38000000000001,59.89999999999999,81.875,89.36666666666667,85.66885644768857,64.30788177339902,92.775
2024,CAH26-01,"Geography, earth and environmental studies",79.10739165421313,75.60062026188835,69.9,82.9036294503975,89.57032250414986,87.14487821932175,66.27250712250712,88.15392173763145
2025,CAH01-01,Medicine and dentistry,79.80900195694717,87.003707995365,88.2,83.525,83.58757396449703,74.72277992277992,73.15430861723446,89.175
2025,CAH02-04,Nursing and midwifery,79.39999999999999,83.53999999999999,96.9,88.97500000000001,74.984375,70.00200000000001,68.16477272727273,92.65
2025,CAH02-05,Medical sciences,77.83196721311475,74.90422997946611,83.5,82.425,87.20090215128383,80.3045738045738,76.79546089385475,87.6770726714432
2025,CAH03-01,Biosciences,79.40238198354267,74.9273812613548,74.32727272727273,80.68820969208782,87.48382326899238,80.68633733867378,66.8596557288865,87.26202153886076
2025,CAH03-02,Sport and exercise sciences,78.48773841961852,76.61568627450981,84.9,80.30000000000001,88.4690410958904,87.12657534246574,77.63711048158639,88.425
2025,CAH04-01,Psychology,75.03760129659643,74.94245647969052,80.0334975369458,83.87874396135267,89.6621487603306,86.85553732567678,74.58953974895398,90.28502415458937
2025,CAH07-01,Physics and astronomy,90.36075949367088,79.20318664643399,87.51249999999999,90.45687022900763,87.71153846153847,91.34427480916031,78.85248041775456,94.3996138996139
2025,CAH07-04,"General, applied and forensic sciences",94.38250000000001,94.39477611940298,77.75555555555556,95.82916666666667,93.62611464968153,96.28148148148148,82.80191082802547,97.225
2025,CAH09-01,Mathematical sciences,78.2818422956354,80.9276559139785,78.37580893682588,82.65404530744335,85.88673799452602,86.74860294117646,69.2917780061665,87.6945278969957
2025,CAH10-01,Engineering,74.55292652552926,79.29164179104478,82.05675675675674,82.42847805788983,85.6232233502538,81.75569620253165,61.019189189189184,80.1311797752809
2025,CAH11-01,Computing,69.30488095238096,76.64730957372467,72.45147058823531,81.43266550522648,88.65647348951913,81.23474576271185,72.9299872935197,82.40252613240419
2025,CAH15-01,"Sociology, social policy and anthropology",79.44576271186439,76.07633587786259,72.7,84.825,93.01444201312911,87.96520787746171,66.74799107142857,90.77559429477022
2025,CAH15-02,Economics,74.62570611778158,78.11292832764505,84.8,83.12654020336666,90.99171721885207,88.8404405701496,72.65309142993556,87.73543091655266
2025,CAH15-03,Politics,75.58081164534627,71.32000000000001,77.79999999999998,80.17292653375922,89.95193302891933,82.8983105513746,58.627283912642255,88.25
2025,CAH16-01,Law,74.21390194761585,69.62,78.0,76.33062080536914,85.4104107406986,83.46587802917192,57.637733644859814,85.95
2025,CAH17-01,Business and management,78.86353021978023,81.7810003732736,84.8,81.72291180587962,87.76341247789847,86.48211464324085,74.12965360958239,84.4
2025,CAH19-01,English studies,83.7,73.22,79.7,82.325,90.52679324894514,85.157310565635,71.23540106951873,92.225
2025,CAH19-04,Languages and area studies,84.11558245083208,76.7991847826087,83.6,84.94835787089467,90.09606918238994,82.98519685039369,67.0874193548387,91.40566251415628
2025,CAH20-01,History and archaeology,84.59446437724243,73.74837423312884,79.2,82.27498084291189,88.35627615062762,84.59610935856992,65.22666311868015,91.87464572960552
2025,CAH20-02,Philosophy and religious studies,82.99166666666667,74.32,83.6,80.6220515137822,91.63383742911154,87.49183027232425,74.83615635179152,91.51424694708277
2025,CAH23-01,Combined and general studies,78.96666666666667,73.28,74.2,81.54999999999998,90.41598837209303,81.14942857142857,66.08613569321534,89.95
2025,CAH24-01,"Media, journalism and communications",81.43333333333334,72.06607369758576,78.3,82.1,86.54434968017058,78.98528138528138,68.14563318777293,84.95
2025,CAH25-02,Performing arts,81.2,76.13989071038252,78.2,83.175,89.64924012158055,84.09532710280374,64.61770186335403,95.0
2025,CAH26-01,"Geography, earth and environmental studies",80.15279255319147,79.87392344497607,82.5,86.83463112708395,92.78644253109196,86.90811907983762,72.23403199117483,89.54547721152886
