module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok,dept_code,level_char,level,faculty,total_hours,contact_ratio,assessment_diversity,assess_was_renormalised
BEM3074DA,2024/5,management,Management,Stage Three Modules,30.0,3,International Project Management (IPMA),30.0,50.0,40.0,260.0,0.0,0.0,100.0,0.0,1.0,6.0,Yes,19/04/2023,,True,BEM,3,UG Year 3,ESE,300.0,0.13333333333333333,1.0,False
BEM3082,2024/5,management,Management,Stage Three Modules,15.0,2,Building Resilient Leaders,15.0,100.0,22.0,128.0,0.0,100.0,0.0,0.0,2.0,6.0,No,04/02/2024,26/03/2024,True,BEM,3,UG Year 3,ESE,150.0,0.14666666666666667,1.0,False
BEM3089,2024/5,management,Management,Stage Three Modules,15.0,1,Strategy,15.0,550.0,,,,0.0,100.0,0.0,1.0,6.0,No,06/01/2020,11/09/2024,True,BEM,3,UG Year 3,ESE,,,1.0,False
BEP3002,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Business School Industrial Experience (Penryn),120.0,10.0,0.0,100.0,1100.0,100.0,0.0,0.0,2.0,6.0,No,18/10/2018,29/11/2021,True,BEP,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BEP3003,2024/5,management,Management,Stage Three Modules,15.0,2,Sustainability Accounting and Reporting,15.0,30.0,22.0,128.0,,100.0,0.0,0.0,2.0,7.0,No,08/05/2024,,True,BEP,3,UG Year 3,ESE,150.0,0.14666666666666667,1.0,False
BEP3010,2024/5,management,Management,Stage Three Modules,15.0,1,Social and Technological Innovation,15.0,40.0,32.0,118.0,0.0,100.0,0.0,0.0,3.0,6.0,No,01/09/2014,01/02/2021,True,BEP,3,UG Year 3,ESE,150.0,0.21333333333333335,1.0,False
BEP3011,2024/5,management,Management,Stage Three Modules,15.0,2,Business and Climate Change,15.0,60.0,16.0,134.0,0.0,100.0,0.0,0.0,2.0,6.0,No,17/02/2019,18/12/2024,True,BEP,3,UG Year 3,ESE,150.0,0.10666666666666667,1.0,False
BEP3020,2024/5,management,Management,Stage Three Modules,15.0,1,Practice-Based Consultancy Management,15.0,30.0,30.0,120.0,0.0,100.0,0.0,0.0,2.0,6.0,No,01/09/2014,07/03/2022,True,BEP,3,UG Year 3,ESE,150.0,0.2,1.0,False
BEP3030,2024/5,management,Management,Stage Three Modules,15.0,1,Globalisation and Internationalisation,15.0,100.0,30.0,120.0,0.0,60.0,0.0,40.0,2.0,6.0,No,01/10/2014,28/01/2022,True,BEP,3,UG Year 3,ESE,150.0,0.2,2.0,False
BEP3040,2024/5,management,Management,Stage Three Modules,15.0,2,Local-Global Innovation (Cornwall Research Seminar Series),15.0,,21.0,129.0,0.0,50.0,0.0,50.0,3.0,6.0,No,01/09/2014,23/03/2023,True,BEP,3,UG Year 3,ESE,150.0,0.14,2.0,False
BEP3050,2024/5,management,Management,Stage Three Modules,30.0,1 and 2,Future-Facing Dissertation/Project,30.0,30.0,11.0,289.0,,100.0,0.0,0.0,1.0,6.0,No,03/10/2014,11/01/2021,True,BEP,3,UG Year 3,ESE,300.0,0.03666666666666667,1.0,False
BEP3070,2024/5,management,Management,Stage Three Modules,15.0,2,Crisis: Change and Creativity in Organisations,15.0,30.0,30.0,120.0,0.0,66.66666666666666,0.0,33.33333333333333,2.0,6.0,No,Sept 2014,14/05/2024,True,BEP,3,UG Year 3,ESE,150.0,0.2,2.0,True
BEP3090,2024/5,management,Management,Stage Three Modules,15.0,2,Business Field Trip,15.0,30.0,36.0,114.0,0.0,60.0,0.0,40.0,2.0,6.0,No,31/03/2017,18/05/2023,True,BEP,3,UG Year 3,ESE,150.0,0.24,2.0,False
BEP3100A,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study and Work Placement),120.0,20.0,0.0,0.0,12000.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,12000.0,0.0,1.0,False
BEP3100B,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study),120.0,80.0,0.0,0.0,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BEP3100C,2024/5,management,Management,Stage Three Modules,120.0,"1, 2 and 3",Year Abroad (Work Placement),120.0,20.0,0.0,0.0,1200.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,04/02/2021,True,BEP,3,UG Year 3,ESE,1200.0,0.0,1.0,False
BEP3110,2024/5,management,Management,Stage Three Modules,15.0,1,Marketing Strategy,15.0,100.0,34.0,116.0,0.0,100.0,0.0,0.0,3.0,6.0,No,16/02/2019,13/09/2024,True,BEP,3,UG Year 3,ESE,150.0,0.22666666666666666,1.0,False
BEP3130,2024/5,management,Management,Stage Three Modules,15.0,,Biomimicry,15.0,30.0,20.0,130.0,0.0,100.0,0.0,0.0,2.0,6.0,No,13/05/2021,10/10/2023,True,BEP,3,UG Year 3,ESE,150.0,0.13333333333333333,1.0,False
BEP3170,2024/5,management,Management,Stage Three Modules,15.0,1,Natural Capital Accounting,15.0,20.0,22.0,128.0,0.0,100.0,0.0,0.0,2.0,6.0,No,05/05/2021,15/07/2021,True,BEP,3,UG Year 3,ESE,150.0,0.14666666666666667,1.0,False
BEP3171,2024/5,management,Management,Stage Three Modules,15.0,2,The Economy of Space,15.0,30.0,24.0,126.0,0.0,50.0,0.0,50.0,2.0,6.0,No,17/01/2022,15/08/2022,True,BEP,3,UG Year 3,ESE,150.0,0.16,2.0,False
BEP3172,2024/5,management,Management,Stage Three Modules,15.0,"1, 2 and 3",Future 17: Sustainable Development Goals Challenge,15.0,48.0,32.0,118.0,,100.0,0.0,0.0,2.0,6.0,Yes,14/12/2021,09/05/2022,True,BEP,3,UG Year 3,ESE,150.0,0.21333333333333335,1.0,False
BUS3000A,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study and Work Placement),120.0,20.0,6.0,0.0,1194.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,14/03/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.005,1.0,False
BUS3000B,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study),120.0,80.0,6.0,0.0,1194.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,13/03/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.005,1.0,False
BUS3000C,2024/5,management,Management,Stage Three Modules,120.0,"1, 2 and 3",Year Abroad (Work Placement),120.0,20.0,6.0,0.0,1194.0,100.0,0.0,0.0,2.0,6.0,No,06/08/2019,13/03/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.005,1.0,False
BUS3000D,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Study),120.0,15.0,0.0,0.0,1200.0,75.0,0.0,25.0,3.0,6.0,No,05/01/2021,13/03/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.0,2.0,False
BUS3000E,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Year Abroad (Work Placement),120.0,15.0,6.0,0.0,1200.0,75.0,0.0,25.0,3.0,6.0,No,05/01/2021,14/03/2023,True,BUS,3,UG Year 3,ESE,1206.0,0.004975124378109453,2.0,False
BUS3000F,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Study and Work Placement,120.0,15.0,0.0,0.0,1200.0,75.0,0.0,25.0,3.0,6.0,No,05/01/2021,10/03/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.0,2.0,False
BUS3001,2024/5,management,Management,Stage Three Modules,30.0,1 and 2,Dissertation,30.0,80.0,19.0,281.0,0.0,100.0,0.0,0.0,1.0,6.0,No,01/09/2009,02/05/2023,True,BUS,3,UG Year 3,ESE,300.0,0.06333333333333334,1.0,False
BUS3002,2024/5,management,Management,Stage Three Modules,120.0,1 and 2,Business School Industrial Experience,120.0,120.0,8.0,92.0,1100.0,100.0,0.0,0.0,2.0,6.0,No,01/09/2011,18/12/2023,True,BUS,3,UG Year 3,ESE,1200.0,0.006666666666666667,1.0,False
ENG1002,2024/5,engineering,Engineering,,30.0,1 and 2,Engineering Mathematics and Scientific Computing,30.0,200.0,120.0,180.0,0.0,30.0,70.0,0.0,2.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,300.0,0.4,2.0,False
ENG1005,2024/5,engineering,Engineering,,30.0,1 and 2,Multi-Disciplinary Group Challenge Project,30.0,240.0,70.0,230.0,,100.0,0.0,0.0,6.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,300.0,0.23333333333333334,1.0,False
ENG1006,2024/5,engineering,Engineering,,15.0,1,Entrepreneurship 1,15.0,225.0,26.0,124.0,0.0,100.0,0.0,0.0,7.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.17333333333333334,1.0,False
ENG1007,2024/5,engineering,Engineering,,15.0,1 and 2,Fundamentals of Mechanics,15.0,240.0,49.0,101.0,0.0,40.0,60.0,0.0,4.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.32666666666666666,2.0,False
ENG1008,2024/5,engineering,Engineering,,15.0,1 and 2,Fundamentals of Materials,15.0,240.0,44.0,106.0,0.0,40.0,60.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.29333333333333333,2.0,False
ENG1009,2024/5,engineering,Engineering,,15.0,1 and 2,Fundamentals of Electronics,15.0,,76.0,74.0,0.0,40.0,60.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.5066666666666667,2.0,False
ENG1200DA,2024/5,engineering,Engineering,,30.0,1 and 2,Core Engineering,30.0,25.0,93.0,34.0,173.0,30.0,70.0,0.0,5.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,300.0,0.31,2.0,False
ENG1201DA,2024/5,engineering,Engineering,,15.0,1 and 2,Mathematics for Engineers,15.0,25.0,64.0,18.0,68.0,40.0,60.0,0.0,4.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.4266666666666667,2.0,False
ENG1202DA,2024/5,engineering,Engineering,,15.0,2,Basic Mechanics,15.0,25.0,50.0,40.0,60.0,50.0,50.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.3333333333333333,2.0,False
ENG1203DA,2024/5,engineering,Engineering,,15.0,1 and 2,Professional Studies and Skills Development A,15.0,25.0,50.0,50.0,50.0,100.0,0.0,0.0,2.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.3333333333333333,1.0,False
ENG1204DA,2024/5,engineering,Engineering,,15.0,2,Materials,15.0,25.0,30.0,50.0,70.0,40.0,60.0,0.0,3.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.2,2.0,False
ENG1205DA,2024/5,engineering,Engineering,,15.0,1 and 2,Advanced Mathematics for Engineers,15.0,25.0,64.0,48.0,38.0,60.0,40.0,0.0,4.0,4.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.4266666666666667,2.0,False
ENG1206DA,2024/5,engineering,Engineering,,15.0,1 and 2,Professional Studies and Skills Development B,15.0,25.0,50.0,50.0,50.0,100.0,0.0,0.0,2.0,5.0,No,,,True,ENG,1,UG Year 1,ESE,150.0,0.3333333333333333,1.0,False
ENG2001,2024/5,engineering,Engineering,,30.0,1 and 2,Civil Engineering Challenge Project,30.0,30.0,100.0,200.0,0.0,100.0,0.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.3333333333333333,1.0,False
ENG2003,2024/5,engineering,Engineering,,30.0,1 and 2,Electronic Engineering Challenge Project,30.0,35.0,72.0,228.0,0.0,100.0,0.0,0.0,6.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.24,1.0,False
ENG2004,2024/5,engineering,Engineering,,15.0,2,Entrepreneurship 2,15.0,250.0,25.0,125.0,0.0,100.0,0.0,0.0,5.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16666666666666666,1.0,False
ENG2005,2024/5,engineering,Engineering,,30.0,1 and 2,Entrepreneurship Challenge Project,30.0,20.0,43.0,257.0,0.0,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.14333333333333334,1.0,False
ENG2006,2024/5,engineering,Engineering,,15.0,1,Industry 4.0,15.0,200.0,24.0,126.0,,100.0,0.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16,1.0,False
ENG2007,2024/5,engineering,Engineering,,15.0,1,Introduction to Fluid Dynamics,15.0,,50.0,100.0,,30.0,70.0,0.0,7.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,2.0,False
ENG2008,2024/5,engineering,Engineering,,15.0,2,Microcontroller Engineering,15.0,35.0,63.0,87.0,0.0,40.0,60.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.42,2.0,False
ENG2009,2024/5,engineering,Engineering,,15.0,1,Modelling of Engineering Systems,15.0,,33.0,117.0,,25.0,75.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.22,2.0,False
ENG2010,2024/5,engineering,Engineering,,15.0,1,Soil Mechanics,15.0,,87.0,63.0,,50.0,35.0,15.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.58,3.0,False
ENG2011,2024/5,engineering,Engineering,,15.0,1,Solid Mechanics,15.0,,25.0,125.0,0.0,20.0,80.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.16666666666666666,2.0,False
ENG2012,2024/5,engineering,Engineering,,15.0,2,Structural Behaviour,15.0,160.0,39.0,111.0,0.0,25.0,75.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.26,2.0,False
ENG2013,2024/5,engineering,Engineering,,30.0,1 and 2,Sustainable Design Challenge Project,30.0,150.0,55.0,245.0,,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.18333333333333332,1.0,False
ENG2014,2024/5,engineering,Engineering,,15.0,2,Technology Entrepreneurship,15.0,20.0,19.0,131.0,,100.0,0.0,0.0,3.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.12666666666666668,1.0,False
ENG2015,2024/5,engineering,Engineering,,30.0,1 and 2,Management Challenge Project,30.0,,55.0,245.0,,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,300.0,0.18333333333333332,1.0,False
ENG2016,2024/5,engineering,Engineering,,15.0,1,Introduction in Economics and Company Finance,15.0,25.0,22.0,128.0,,50.0,50.0,0.0,2.0,4.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.14666666666666667,2.0,False
ENG2017,2024/5,engineering,Engineering,,15.0,1,Communication and Networking Technologies,15.0,30.0,30.0,120.0,0.0,40.0,60.0,0.0,4.0,2.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.2,2.0,False
ENG2118,2024/5,engineering,Engineering,,15.0,1,Analogue and Digital Electronics Design,15.0,35.0,50.0,100.0,,30.0,70.0,0.0,3.0,,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,2.0,False
ENG2200DA,2024/5,engineering,Engineering,,15.0,1,Structural Materials,15.0,25.0,40.0,20.0,90.0,100.0,0.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.26666666666666666,1.0,False
ENG2201DA,2024/5,engineering,Engineering,,15.0,1,Mechanics,15.0,25.0,32.0,118.0,0.0,20.0,80.0,0.0,2.0,4.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.21333333333333335,2.0,False
ENG2202DA,2024/5,engineering,Engineering,,15.0,2,Structures,15.0,25.0,35.0,80.0,35.0,20.0,80.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.23333333333333334,2.0,False
ENG2203DA,2024/5,engineering,Engineering,,15.0,1,Geotechnics 1,15.0,25.0,41.0,20.0,89.0,50.0,50.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.2733333333333333,2.0,False
ENG2204DA,2024/5,engineering,Engineering,,15.0,1 and 2,Construction Site Management,15.0,25.0,50.0,50.0,50.0,100.0,0.0,0.0,4.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,1.0,False
ENG2206DA,2024/5,engineering,Engineering,,15.0,1,BIM and Temporary Works,15.0,30.0,50.0,50.0,50.0,100.0,0.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.3333333333333333,1.0,False
ENG2208DA,2024/5,engineering,Engineering,,15.0,2,Sustainable Development,15.0,25.0,28.0,82.0,40.0,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.18666666666666668,1.0,False
ENG2209DA,2024/5,engineering,Engineering,,15.0,2,Structural Concrete,15.0,40.0,40.0,60.0,50.0,100.0,0.0,0.0,2.0,5.0,No,,,True,ENG,2,UG Year 2,ESE,150.0,0.26666666666666666,1.0,False
ECM2106,2024/5,engineering,Engineering,,15.0,2,Manufacturing Systems,15.0,17.0,22.0,138.0,0.0,30.0,70.0,0.0,3.0,5.0,No,,,True,ECM,2,UG Year 2,ESE,160.0,0.1375,2.0,False
ENG3001,2024/5,engineering,Engineering,,15.0,2,Construction Project Management,15.0,,50.0,100.0,,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3333333333333333,1.0,False
ENG3002,2024/5,engineering,Engineering,,15.0,2,Decision Making Systems & Decision Theory,15.0,35.0,22.0,128.0,0.0,0.0,100.0,0.0,1.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.14666666666666667,1.0,False
ENG3003,2024/5,engineering,Engineering,,15.0,1,Digital Engineering and Building Information Modelling,15.0,,34.0,116.0,,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22666666666666666,1.0,False
ENG3004,2024/5,engineering,Engineering,,15.0,1,Engineering Electromagnetics,15.0,30.0,42.0,108.0,0.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.28,2.0,False
ENG3005,2024/5,engineering,Engineering,,15.0,1,Fluid Dynamics and CFD,15.0,50.0,50.0,100.0,,60.0,40.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3333333333333333,2.0,False
ENG3006,2024/5,engineering,Engineering,,15.0,2,Geotechnical Engineering and Foundation Design,15.0,,48.0,102.0,0.0,30.0,50.0,20.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.32,3.0,False
ENG3007,2024/5,engineering,Engineering,,15.0,2,Global Entrepreneurial Marketing,15.0,15.0,11.0,139.0,0.0,100.0,0.0,0.0,1.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.07333333333333333,1.0,False
ENG3008A,2024/5,engineering,Engineering,,15.0,1,Mechanical Design and Build: Part 1 - Research,15.0,40.0,18.0,132.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,1.0,False
ENG3008B,2024/5,engineering,Engineering,,15.0,2,Mechanical Design and Build: Part 2 - Development,15.0,47.0,33.0,117.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,1.0,False
ENG3010,2024/5,engineering,Engineering,,15.0,2,Industrial Awareness & Problem Solving,15.0,40.0,45.0,105.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.3,1.0,False
ENG3011,2024/5,engineering,Engineering,,15.0,2,Management and Leadership,15.0,35.0,22.0,128.0,0.0,40.0,60.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ENG3012,2024/5,engineering,Engineering,,15.0,1,Mechatronics,15.0,40.0,33.0,117.0,0.0,25.0,70.0,5.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,3.0,False
ENG3013A,2024/5,engineering,Engineering,,15.0,1,Civil Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,1.0,False
ENG3013B,2024/5,engineering,Engineering,,15.0,2,Civil Design and Build: Part 2 - Development,15.0,,33.0,117.0,,100.0,0.0,0.0,3.0,,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,1.0,False
ENG3014,2024/5,engineering,Engineering,,15.0,1,Structural Engineering,15.0,,35.0,115.0,0.0,35.0,65.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.23333333333333334,2.0,False
ENG3015,2024/5,engineering,Engineering,,15.0,2,Structural Dynamics,15.0,,40.0,110.0,0.0,20.0,80.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.26666666666666666,2.0,False
ENG3016,2024/5,engineering,Engineering,,15.0,2,Thermodynamics and Heat Transfer,15.0,150.0,43.0,107.0,,15.0,70.0,15.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.2866666666666667,3.0,False
ENG3017,2024/5,engineering,Engineering,,15.0,1,Quality Control and Improvement,15.0,35.0,22.0,128.0,0.0,25.0,75.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ENG3018,2024/5,engineering,Engineering,,15.0,2,Control Engineering,15.0,180.0,32.0,118.0,0.0,20.0,80.0,0.0,5.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.21333333333333335,2.0,False
ENG3019A,2024/5,engineering,Engineering,,15.0,1,Management Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,2.0,False
ENG3019B,2024/5,engineering,Engineering,,15.0,2,Management Design and Build: Part 2 - Development,15.0,,33.0,117.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,2.0,False
ENG3020A,2024/5,engineering,Engineering,,15.0,1,Entrepreneurship Design and Build: Part 1 - Research,15.0,,13.0,137.0,,100.0,0.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.08666666666666667,1.0,False
ENG3020B,2024/5,engineering,Engineering,,15.0,2,Entrepreneurship Design and Build: Part 2 - Development,15.0,,33.0,117.0,0.0,50.0,0.0,50.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.22,2.0,False
ENG3021A,2024/5,engineering,Engineering,,15.0,1,Electronic Design and Build: Part 1 - Research,15.0,,18.0,132.0,0.0,70.0,0.0,30.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.12,2.0,False
ENG3021B,2024/5,engineering,Engineering,,15.0,2,Electronic Design and Build: Part 2 - Development,15.0,,41.0,109.0,0.0,50.0,0.0,50.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.2733333333333333,2.0,False
ENG3022,2024/5,engineering,Engineering,,15.0,1,Finite Element Analysis for High Value Manufacturing,15.0,90.0,48.0,102.0,0.0,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.32,1.0,False
ENG3023,2024/5,engineering,Engineering,,15.0,2,Zero Emission Vehicles,15.0,,39.0,111.0,0.0,20.0,80.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.26,2.0,False
ENG3201DA,2024/5,engineering,Engineering,,15.0,1 and 2,Structural Engineering,15.0,25.0,40.0,60.0,50.0,60.0,40.0,0.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.26666666666666666,2.0,False
ENG3202DA,2024/5,engineering,Engineering,,15.0,2,Geotechnics 2,15.0,25.0,98.0,52.0,0.0,15.0,50.0,35.0,3.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.6533333333333333,3.0,False
ENG3204DA,2024/5,engineering,Engineering,,30.0,"1, 2 and 3",Individual Project,30.0,25.0,25.0,175.0,100.0,100.0,0.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,300.0,0.08333333333333333,1.0,False
ENG3206DA,2024/5,engineering,Engineering,,30.0,1 and 2,Conceptual Design of Buildings,30.0,25.0,64.0,86.0,50.0,100.0,0.0,0.0,4.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,200.0,0.32,1.0,False
ENG3207DA,2024/5,engineering,Engineering,,15.0,1,Practical Hydraulic Engineering,15.0,25.0,43.0,60.0,50.0,20.0,80.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,153.0,0.28104575163398693,2.0,False
ENG3211DA,2024/5,engineering,Engineering,,15.0,1,Accounting and Company Finance,15.0,25.0,44.0,106.0,0.0,50.0,50.0,0.0,2.0,6.0,No,,,True,ENG,3,UG Year 3,ESE,150.0,0.29333333333333333,2.0,False
ECM3153,2024/5,engineering,Engineering,,15.0,1,Management of Product Development,15.0,45.0,22.0,128.0,0.0,40.0,60.0,0.0,3.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ECM3156,2024/5,engineering,Engineering,,15.0,1,Civil Engineering Hydraulics,15.0,50.0,43.0,107.0,0.0,20.0,80.0,0.0,2.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.2866666666666667,2.0,False
ECM3160,2024/5,engineering,Engineering,,15.0,1,Materials,15.0,150.0,84.0,66.0,0.0,40.0,60.0,0.0,4.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.56,2.0,False
ECM3164,2024/5,engineering,Engineering,,15.0,1,Operations Management,15.0,39.0,22.0,128.0,0.0,30.0,70.0,0.0,2.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.14666666666666667,2.0,False
ECM3165,2024/5,engineering,Engineering,,15.0,2,Digital Signal Processing,15.0,30.0,45.0,105.0,0.0,30.0,70.0,0.0,4.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.3,2.0,False
ECM3166,2024/5,engineering,Engineering,,15.0,1,Communications Engineering,15.0,30.0,50.0,100.0,0.0,30.0,70.0,0.0,3.0,3.0,No,,,True,ECM,3,UG Year 3,ESE,150.0,0.3333333333333333,2.0,False
ECM3172,2024/5,engineering,Engineering,,60.0,2 and 3,Study Abroad Semester,60.0,10.0,0.0,0.0,600.0,0.0,100.0,0.0,1.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,600.0,0.0,1.0,False
ECM3174,2024/5,engineering,Engineering,,120.0,1,Year in Industry,120.0,4.0,6.0,114.0,,80.0,0.0,20.0,4.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,120.0,0.05,2.0,False
ECM3175,2024/5,engineering,Engineering,,30.0,"1, 2 and 3",Individual Project,30.0,106.0,27.0,273.0,0.0,100.0,0.0,0.0,1.0,6.0,No,,,True,ECM,3,UG Year 3,ESE,300.0,0.09,1.0,False
EMP3001,2024/5,engineering,Engineering,,15.0,1,Commercial and Industrial Experience,15.0,31.0,9.0,61.0,80.0,100.0,0.0,0.0,2.0,6.0,No,,,True,EMP,3,UG Year 3,Unknown,150.0,0.06,1.0,False
