module_code,academic_year,dept_slug,dept_name,stage,credits_raw,term_raw,module_title,credits,num_students_anticipated,scheduled_hours,independent_hours,placement_hours,coursework_pct,written_exam_pct,practical_exam_pct,n_summative_items,nqf_level,distance_learning,origin_date,last_revision_date,fetch_ok
PYCM033,2024/5,psychology,Psychology,Masters Modules,15.0,3,Systemic Family Practice for Adolescent Self-harm/Depression,15,12,50,100,0,60,0,40,3,7,No,12/11/2013,06/12/2024,True
PYCM034,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Fundamental Principles 0-5s,20,15,113,37,50,0,0,100,2,7,No,01/12/2016,26/11/2024,True
PYCM035,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Interventions to Enhance Attachment in Vulnerable Groups,20,15,113,37,50,50,0,50,5,7,No,01/12/2016,11/12/2024,True
PYCM036,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Interventions for Existing Diagnosable Problems in Children Aged 1.5 to 5 Years,20,15,113,37,50,100,0,0,2,7,No,01/12/2016,26/11/2024,True
PYCM037,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",The Fundamentals of Cognitive Behavioural Therapy,30,57,125,175,0,100,0,0,2,7,No,12/12/2012,05/12/2024,True
PYCM038,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Cognitive Behavioural Therapy (CBT) for Depression,30,57,65,235,0,66,0,34,3,7,Yes,12/12/2012,05/12/2024,True
PYCM039,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Cognitive Behavioural Therapy (CBT) for Anxiety Disorder,30,57,65,235,0,50,0,50,2,7,No,24/02/2012,05/12/2024,True
PYCM040,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Cognitive Behavioural Therapy (CBT) - Clinical Practice,30,57,70,30,200,0,0,100,3,7,No,12/12/2012,05/12/2024,True
PYCM042,2024/5,psychology,Psychology,Masters Modules,30.0,2,Clinical Supervision Practice Placement,30,10,30,170,100,0,0,100,2,7,No,25/11/2012,07/01/2019,True
PYCM051,2024/5,psychology,Psychology,Masters Modules,15.0,1 and 2,Psychological Therapies Research Methods,15,20,30,120,0,100,0,0,1,7,No,06/07/2017,22/08/2024,True
PYCM052,2024/5,psychology,Psychology,Masters Modules,15.0,3,Evidenced-Based Practice and Practice-Based Evidence in Family Therapy,15,12,70,80,0,100,0,0,1,7,No,13/07/2017,14/08/2024,True
PYCM053,2024/5,psychology,Psychology,Masters Modules,15.0,1 and 2,Key Concepts and Skills in Systemic/Family Therapy Practice,15,12,70,80,0,100,0,0,1,7,No,13/07/2017,14/08/2023,True
PYCM054,2024/5,psychology,Psychology,Masters Modules,15.0,"1, 2 and 3",Systemic Clinical Practice: Part 1,15,12,0,0,150,100,0,0,3,7,No,13/07/2017,29/06/2022,True
PYCM055,2024/5,psychology,Psychology,Masters Modules,15.0,"1, 2 and 3",Systemic Clinical Practice: Part 2,15,12,0,0,150,60,0,40,3,7,No,13/07/2017,31/08/2022,True
PYCM056,2024/5,psychology,Psychology,Masters Modules,15.0,1,Issues in Contemporary Family Therapy Practice,15,12,70,80,0,100,0,0,1,7,No,13/07/2017,15/08/2024,True
PYCM057,2024/5,psychology,Psychology,Masters Modules,15.0,3,Couple Therapy,15,12,70,80,0,100,0,0,1,7,No,13/07/2017,29/09/2022,True
PYCM061,2024/5,psychology,Psychology,Masters Modules,15.0,"1, 2 and 3",Psychodynamic Clinical Practice II,15,12,42,0,108,100,0,0,3,7,No,16/08/2017,31/10/2019,True
PYCM067,2024/5,psychology,Psychology,Masters Modules,20.0,1,Engagement and Assessment of Patients with Common Mental Health Problems,20,50,58,142,0,30,0,70,3,7,No,05/02/2018,13/06/2024,True
PYCM068,2024/5,psychology,Psychology,Masters Modules,20.0,,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,50,75,125,0,0,30,70,3,7,No,05/02/2018,13/06/2024,True
PYCM069,2024/5,psychology,Psychology,Masters Modules,20.0,2,"Values, Diversity and Context",20,50,45,150,0,50,0,50,3,7,No,05/02/2018,13/06/2024,True
PYCM070,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Fundamentals of Professional Practice and Ethics,20,15,66,134,0,100,0,0,1,7,No,06/08/2018,11/11/2020,True
PYCM070DA,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Fundamentals of Professional Practice and Ethics,20,30,90,100,10,100,0,0,1,7,No,06/08/2018,18/04/2024,True
PYCM077,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Essential Competencies for Working with People with Psychosis and Bipolar Diagnoses,30,35,80,220,0,50,0,50,2,7,No,29/06/2018,05/08/2020,True
PYCM078,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Cognitive Behavioural Therapy (CBT) for Psychosis and Bipolar Disorder,30,35,80,220,0,33,0,67,3,7,No,29/06/2018,05/08/2020,True
PYCM079,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Children and Young People's Mental Health Settings: Context and Values,20,50,50,150,0,0,100,0,2,7,No,06/12/2018,29/11/2024,True
PYCM080,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Fundamental Skills: Assessment and Engagement,20,50,66,134,0,40,0,60,3,7,No,06/12/2018,29/11/2024,True
PYCM081,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Evidence-based Interventions for Common Mental Health Problems with Children and Young People (Theory and Skills),20,50,110,90,0,40,0,60,4,7,No,06/12/2018,29/11/2024,True
PYCM082,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 2,"Working, Assessing and Engaging in Education Settings",20,50,72,128,0,100,0,0,2,7,No,16/01/2019,29/11/2024,True
PYCM083,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Common Problems and Processes in Education Settings,20,50,88,112,0,100,0,0,2,7,No,16/01/2019,29/11/2024,True
PYCM084,2024/5,psychology,Psychology,Masters Modules,20.0,2,Interventions for Emerging Mental Health Difficulties in Education Settings,20,50,88,112,0,100,0,0,2,7,No,07/12/2018,29/11/2024,True
PYCM086,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 2,Autism-Learning Disability Core Knowledge and Skills,20,23,33,167,0,100,0,0,1,7,No,30/01/2019,14/12/2023,True
PYCM087,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,"Assessment, Engagement and Formulation with Young People and Families (Autism and Learning Disabilities)",20,23,49,150,0,50,0,50,2,7,No,30/01/2019,27/03/2025,True
PYCM088,2024/5,psychology,Psychology,Masters Modules,20.0,2,Mental Health Interventions with Young People and Families (Autism and Learning Disabilities),20,23,132,68,0,20,0,80,3,7,No,30/01/2019,27/03/2025,True
PYCM089,2024/5,psychology,Psychology,Masters Modules,30.0,1,Supervising Evidence-Based Psychological Therapies/Interventions in Child and Adolescent Mental Health,30,10,60,240,0,100,0,0,3,7,No,07/01/2019,07/01/2019,True
PYCM090,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Clinical Supervision Practice Placement (Wellbeing Practitioner for Children and Young People),30,25,79,104,117,100,0,0,2,7,No,07/01/2019,20/08/2024,True
PYCM091,2024/5,psychology,Psychology,Masters Modules,30.0,2,Clinical Supervision Practice Placement (Education Mental Health Practitioner),30,10,98,102,100,50,0,50,3,7,No,07/01/2019,01/09/2020,True
PYCM096,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 2,Evidence-based Low Intensity Treatments for Common Mental Health Problems,20,30,65,135,0,70,0,30,3,7,No,04/10/2019,14/09/2023,True
PYCM097DA,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Evidence-Based Psychological Interventions in Clinical Practice,30,30,121,100,79,100,0,0,2,7,No,08/08/2018,18/04/2024,True
PYCM098DA,2024/5,psychology,Psychology,Masters Modules,40.0,"1, 2 and 3",Clinical Research and Evidence-Based Practice,40,30,91,100,109,100,0,0,2,7,No,08/08/2018,22/05/2024,True
PYCM100DA,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3","Assessment, Diagnosis and Formulation in Clinical Practice",20,30,115,100,85,100,0,0,1,7,No,06/08/2018,20/05/2024,True
PYCM101,2024/5,psychology,Psychology,Masters Modules,60.0,"1, 2 and 3",Psychological Therapies Research and Evaluation,60,12,40,560,0,100,0,0,2,7,No,30/11/2020,30/11/2020,True
PYCM101DA,2024/5,psychology,Psychology,Masters Modules,50.0,"1, 2 and 3",Clinical Practice,50,30,15,50,435,100,0,0,2,7,No,20/08/2018,18/04/2024,True
PYCM102DA,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Degree Apprenticeship End Point Assessment,20,30,12,48,140,0,0,100,1,7,Yes,01/09/2020,14/03/2023,True
PYCM103,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,"Values, Diversity and Context",20,30,45,155,0,50,0,50,4,7,No,05/02/2018,14/09/2023,True
PYCM104,2024/5,psychology,Psychology,Masters Modules,20.0,2,The Fundamentals of Cognitive Behavioural Therapy,20,30,75,125,0,100,0,0,1,7,No,16/10/2020,02/08/2023,True
PYCM105,2024/5,psychology,Psychology,Masters Modules,20.0,3,Cognitive Behavioural Therapy (CBT) for Anxiety and Depression - Theory,20,30,75,125,0,50,0,50,2,7,No,16/10/2020,02/08/2023,True
PYCM106,2024/5,psychology,Psychology,Masters Modules,20.0,3,Cognitive Behavioural Therapy (CBT) for Anxiety and Depression - Clinical Practice,20,30,75,125,0,100,0,0,2,7,No,16/10/2020,27/11/2024,True
PYCM107,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Working with Complexity: Essential Competencies for Working with People with Psychosis and Bipolar Disorder,20,30,75,125,0,100,0,0,2,7,No,16/10/2020,02/08/2023,True
PYCM108,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Cognitive Behavioural Therapy (CBT) for Psychosis and Bipolar Disorder - Theory,20,30,75,125,0,100,0,0,1,7,No,16/10/2020,02/08/2023,True
PYCM109,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Cognitive Behavioural Therapy (CBT) for Psychosis and Bipolar Disorder - Clinical Practice,20,30,75,125,0,50,0,50,3,7,No,16/10/2020,27/11/2024,True
PYCM110,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Working with Complexity: Essential Competencies for Working with People with Personality Disorder,20,30,75,125,,100,0,0,2,7,No,16/10/2020,02/08/2023,True
PYCM111,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Cognitive Behavioural Therapy (CBT) for Personality Disorder - Theory,20,30,75,125,0,100,0,0,1,7,No,16/10/2020,02/08/2023,True
PYCM112,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Cognitive Behavioural Therapy (CBT) for Personality disorder - Clinical Practice,20,30,75,125,0,100,0,0,3,7,No,16/10/2020,27/11/2024,True
PYCM113,2024/5,psychology,Psychology,Masters Modules,60.0,"1, 2 and 3",Psychodynamic and Psychoanalytic Psychotherapy Clinical Practice I,60,12,168,232,200,100,0,0,1,7,No,27/08/2021,01/02/2023,True
PYCM114,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Psychoanalytic Theory I,30,12,126,174,0,100,0,0,2,7,No,27/08/2021,01/08/2023,True
PYCM115,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Institutional Observation,30,20,42,243,15,100,0,0,3,7,No,27/08/2021,01/07/2023,True
PYCM116,2024/5,psychology,Psychology,Masters Modules,60.0,"1, 2 and 3",Psychological Therapies Small-Scale Research Project and Viva,60,12,50,550,0,100,0,0,3,7,No,27/08/2021,25/09/2024,True
PYCM117,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Children and Young People's Mental Health Settings: Context and Values,20,31,90,110,0,0,50,50,2,7,Yes,21/02/2022,21/04/2023,True
PYCM118,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,"Working with CYP and Families with complex mental health needs: Assessment, Engagement and Formulation",20,31,90,110,0,100,0,0,3,7,Yes,21/02/2022,21/04/2023,True
PYCM119,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 3,Working with CYP and Families with Complex Mental Health Needs: Therapeutic Skills and Interventions to Improve Psychological Wellbeing,20,31,90,110,0,0,0,0,4,7,No,21/02/2022,14/03/2023,True
PYCM120,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Engagement and assessment with people with severe mental health problems,20,20,70,105,25,30,0,70,3,7,No,24/03/2022,21/08/2024,True
PYCM121,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Care Planning in Partnership,20,20,65,90,45,50,0,50,3,7,No,24/03/2022,22/08/2024,True
PYCM122,2024/5,psychology,Psychology,Masters Modules,20.0,"1, 2 and 3",Low Intensity Psychological Interventions for Severe Mental Health Problems,20,20,80,60,60,50,0,50,3,7,No,24/03/2022,13/09/2024,True
PYCM123,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Supervising Evidence-Based Psychological Interventions in Child and Adolescent Mental Health or Education Settings,30,25,73,110,117,100,0,0,4,7,Yes,03/11/2022,27/11/2024,True
PYCM124,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Enhanced Practice in Early Intervention,30,25,170,50,80,100,0,0,3,7,No,22/10/2022,18/10/2024,True
PYCM125,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Adapting Low Intensity Practice with Children and Young People (and Families) with Neurodiversity,30,25,142,58,100,100,0,0,5,7,No,22/10/2022,18/10/2024,True
PYCM130,2024/5,psychology,Psychology,Masters Modules,30.0,1 and 2,Mental Health Law: Underpinning Knowledge and Context,30,23,60,120,120,30,70,0,2,7,No,17/03/2022,02/12/2024,True
PYCM131,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Trainee Approved Clinician Practice,30,23,60,120,120,100,0,0,2,7,No,17/03/2022,25/11/2024,True
PYCM132,2024/5,psychology,Psychology,Masters Modules,20.0,1,Supervising Evidence-Based Psychological Therapies (Low Intensity Cognitive Behavioural Therapy),20,16,33,167,0,30,0,70,3,7,No,23/01/2015,30/07/2024,True
PYCM133,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 3,Evidence-Based Practice,20,16,36,164,0,60,0,40,2,7,No,16/07/2022,30/07/2024,True
PYCM134,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Enhanced Practice,20,16,36,164,0,50,0,50,2,7,No,15/06/2022,30/07/2024,True
PYCM135,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Introduction to Leadership,20,16,38,162,0,50,0,50,2,7,No,15/06/2022,30/07/2024,True
PYCM136,2024/5,psychology,Psychology,Masters Modules,20.0,1 and 2,"Working, Assessing and Engaging in Community Based and Primary Care Settings",20,50,72,128,0,0,0,100,2,7,No,22/08/2022,23/05/2024,True
PYCM137,2024/5,psychology,Psychology,Masters Modules,20.0,2 and 3,Mental Health Prevention in Community and Primary Care Settings,20,50,88,112,0,0,0,100,2,7,No,22/08/2022,29/11/2024,True
PYCM138,2024/5,psychology,Psychology,Masters Modules,20.0,2,Interventions for Emerging Mental Health Difficulties in Community and Primary Care Settings,20,50,80,120,0,0,0,100,2,7,No,22/08/2022,29/11/2024,True
PYCM139DA,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3",Clinical Research and Evidence-Based Practice,30,30,91,100,109,100,0,0,2,7,No,12/04/2024,18/04/2024,True
PYCM140DA,2024/5,psychology,Psychology,Masters Modules,30.0,"1, 2 and 3","Assessment, Diagnosis and Formulation in Clinical Practice",30,30,115,100,85,100,0,0,1,7,No,06/08/2018,14/03/2023,True
PYCM141,2024/5,psychology,Psychology,Masters Modules,20.0,1,Engagement and Assessment of Patients with Common Mental Health Problems,20,50,80,120,0,30,0,70,3,7,No,09/09/2024,,True
PYCM142,2024/5,psychology,Psychology,Masters Modules,60.0,"1, 2 and 3",NHS Talking Therapies Applied Clinical Practice,60,50,,,,100,0,0,6,7,No,09/09/2024,16/09/2024,True
CLA1002,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Roman History: Problems and Sources,30,80,54,246,0,100,0,0,4,4,No,23/02/2012,04/02/2022,True
CLA1005,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Greek and Roman Narrative,30,40,54,246,0,100,0,0,3,4,No,29/02/2016,16/07/2020,True
CLA1025,2024/5,classics,Classics,Stage One Modules,15.0,1,Classical Language and Texts Greek I (A),15,30,44,106,0,0,100,0,2,4,No,05/02/2023,12/02/2024,True
CLA1026,2024/5,classics,Classics,Stage One Modules,15.0,2,Classical Language and Texts: Greek I (B),15,25,44,106,0,0,100,0,2,4,No,05/02/2023,12/02/2024,True
CLA1027,2024/5,classics,Classics,Stage One Modules,15.0,1,Classical Language and Texts: Latin I (A),15,50,44,106,0,0,100,0,2,4,No,05/02/2023,12/02/2024,True
CLA1028,2024/5,classics,Classics,Stage One Modules,15.0,2,Classical Language and Texts: Latin I (B),15,30,44,106,0,0,100,0,2,4,No,05/02/2023,16/02/2024,True
CLA1029,2024/5,classics,Classics,Stage One Modules,15.0,1,Ancient Sources (Material Evidence): Hellenistic-Roman Syria,15,50,27,123,0,50,50,0,2,4,No,15/02/2024,15/02/2024,True
CLA1030,2024/5,classics,Classics,Stage One Modules,15.0,2,Ancient World: Racecraft,15,50,27,123,0,100,0,0,2,4,No,26/02/2024,26/02/2024,True
CLA1031,2024/5,classics,Classics,Stage One Modules,15.0,1,Text and Context: Women in Homer,15,60,27,123,0,100,0,0,1,4,No,21/02/2024,21/02/2024,True
CLA1202,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Classical Language and Texts: Greek II,30,8,88,212,0,0,100,0,3,4,No,2011,16/02/2024,True
CLA1204,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Classical Language and Texts: Greek III,30,20,66,234,0,70,0,30,6,4,No,2011,13/07/2020,True
CLA1252,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Classical Language and Texts: Latin II,30,6,88,212,0,0,100,0,3,4,No,23/02/2017,16/02/2022,True
CLA1254,2024/5,classics,Classics,Stage One Modules,30.0,1 and 2,Classical Language and Texts: Latin III,30,30,66,234,0,70,0,30,6,4,No,2011,24/07/2020,True
CLA1301,2024/5,classics,Classics,Stage One Modules,15.0,2,Ancient Sources (Written Evidence) - Tyranny,15,50,27,123,0,30,70,0,2,4,No,01/09/2006,04/07/2020,True
CLA1354,2024/5,classics,Classics,Stage One Modules,15.0,2,Ancient Sources (Material Evidence): Brave New Rome of Augustus,15,60,27,123,0,100,0,0,2,4,No,29/02/2016,01/02/24,True
CLA1405,2024/5,classics,Classics,Stage One Modules,15.0,2,Text and Context: Roman Laughter,15,60,27,123,0,100,0,0,2,4,No,23/02/2017,21/02/2024,True
CLA1508,2024/5,classics,Classics,Stage One Modules,15.0,1,Ancient World: Roman Philosophy,15,50,27,123,0,70,30,0,2,4,No,26/02/2016,07/07/2020,True
CLA1516,2024/5,classics,Classics,Stage One Modules,15.0,1,Ancient World (Written Evidence): Persuasion in Ancient Greece,15,40,27,12,0,40,50,10,3,4,No,14/02/2022,14/02/2022,True
THE1072,2024/5,classics,Classics,Stage One Modules,15.0,1,Introducing Biblical Hebrew,15,25,33,117,0,40,60,0,3,4,No,2008,20/07/2020,True
THE1076,2024/5,classics,Classics,Stage One Modules,15.0,1,Religion in the Modern World,15,40,33,117,0,60,40,0,3,4,No,2009,27/04/2023,True
THE1101,2024/5,classics,Classics,Stage One Modules,15.0,1,The Bible: Past and Present,15,45,34,116,0,100,0,0,3,4,No,2014,27/04/2023,True
THE1103,2024/5,classics,Classics,Stage One Modules,15.0,2,Introducing Christian Theologies,15,37,34,116,0,100,0,0,2,4,No,2014,14/02/2022,True
THE1106,2024/5,classics,Classics,Stage One Modules,15.0,2,Philosophy of Religion and Christian Ethics,15,45,35,115,0,50,50,0,3,4,No,2015,20/07/2020,True
THE1109,2024/5,classics,Classics,Stage One Modules,15.0,2,Introduction to the History and Literatures of the Bible,15,50,33,117,0,100,0,0,3,4,No,01/01/2019,14/03/2023,True
THE1110,2024/5,classics,Classics,Stage One Modules,15.0,1,The History of Early Christianities,15,45,34,116,0,100,0,0,2,4,No,01/05/2019,27/04/2023,True
CLA2002,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Roman History: Problems and Sources,30,80,52,248,0,100,0,0,4,5,No,01/10/2011,04/02/2022,True
CLA2005,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Greek and Roman Narrative,30,50,52,248,0,100,0,0,3,5,No,01/10/2011,04/08/2020,True
CLA2029,2024/5,classics,Classics,Stage Two Modules,15.0,1,Ancient Sources (Material Evidence): Hellenistic-Roman Syria,15,60,26,124,0,50,50,0,2,5,No,01/02/2024,,True
CLA2030,2024/5,classics,Classics,Stage Two Modules,15.0,2,Ancient World: Racecraft,15,50,26,124,0,100,0,0,2,5,No,26/02/2024,26/02/2024,True
CLA2031,2024/5,classics,Classics,Stage Two Modules,15.0,1,Text and Context: Women in Homer,15,60,26,124,0,100,0,0,1,5,No,21/02/2024,,True
CLA2202,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Classical Language and Texts: Greek II,30,12,88,212,0,0,100,0,3,5,No,2011,16/02/2024,True
CLA2205,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Classical Language and Texts: Greek IV,30,15,66,234,0,60,40,0,3,5,No,2011,06/05/2021,True
CLA2252,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Classical Language and Texts: Latin II,30,11,88,212,0,0,100,0,3,5,No,2011,16/02/2022,True
CLA2254,2024/5,classics,Classics,Stage Two Modules,30.0,1 and 2,Classical Language and Texts: Latin IV,30,24,66,234,0,60,40,0,3,5,No,2011,06/05/2021,True
CLA2301,2024/5,classics,Classics,Stage Two Modules,15.0,2,Ancient Sources (Written Evidence): Tyranny,15,40,26,124,0,30,70,0,2,5,No,01/09/2006,17/03/2022,True
CLA2354,2024/5,classics,Classics,Stage Two Modules,15.0,2,Ancient Sources (Material Evidence): Brave New Rome of Augustus,15,60,26,124,0,100,0,0,2,5,No,2011,01/02/2024,True
CLA2405,2024/5,classics,Classics,Stage Two Modules,15.0,2,Text and Context: Roman Laughter,15,60,26,124,0,100,0,0,2,5,No,23/02/2017,21/02/2024,True
CLA2508,2024/5,classics,Classics,Stage Two Modules,15.0,1,Ancient World: Roman Philosophy,15,50,26,124,0,70,30,0,2,5,No,2011,07/07/2020,True
THE2026,2024/5,classics,Classics,Stage Two Modules,30.0,2,Postcolonial Theology,30,25,33,267,0,90,0,10,3,5,No,01/03/2017,15/03/2021,True
THE2035,2024/5,classics,Classics,Stage Two Modules,15.0,2,Intermediate Biblical Hebrew,15,12,33,117,0,40,60,0,3,5,No,2009,07/07/2020,True
THE2044,2024/5,classics,Classics,Stage Two Modules,30.0,1,Reading New Testament Letters,30,,34,266,0,100,0,0,3,5,No,13/01/2020,24/02/2022,True
THE2218,2024/5,classics,Classics,Stage Two Modules,30.0,1,The Invention of God,30,20,33,267,0,100,0,0,1,5,No,30/01/2018,14/02/2022,True
THE2219,2024/5,classics,Classics,Stage Two Modules,30.0,2,Religion and Holocaust Memory in Public Life,30,30,33,267,0,100,0,0,3,5,No,01/01/2019,25/08/2022,True
THE2228,2024/5,classics,Classics,Stage Two Modules,30.0,1,Criminal Justice in Religious and Philosophical Perspectives,30,20,35,265,0,100,0,0,2,5,No,06/02/2024,06/02/2024,True
THE2229,2024/5,classics,Classics,Stage Two Modules,30.0,2,"Syriac Christianity: Monks, Monasteries and Mimre",30,25,34,266,0,90,0,10,3,5,No,06/02/2024,06/02/2024,True
THE2230,2024/5,classics,Classics,Stage Two Modules,30.0,2,"Conflicts and Encounters between Religions: War, Peace, Politics and the Quest for Dialogue",30,17,33,267,0,100,0,0,2,5,No,21/02/2024,21/02/2024,True
THE2231,2024/5,classics,Classics,Stage Two Modules,30.0,1,History of Encounters Between Philosophy and Theology,30,20,,,,100,0,0,2,5,No,26/02/2024,26/02/2024,True
CLA3007,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,The Crisis of the Athenian Polis,30,17,44,256,0,80,0,20,3,6,No,2011,12/07/2020,True
CLA3008,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,The Age of Cicero,30,17,44,256,0,70,0,30,4,6,No,2011,12/07/2020,True
CLA3009,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Dissertation,30,40,7,293,0,100,0,0,1,6,No,23/02/2017,07/07/2020,True
CLA3033,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,"Magic, Witchcraft and Ghosts in the Greek and Roman Worlds",30,24,44,256,0,50,30,20,5,6,No,2011,15/02/2021,True
CLA3042,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Ancient Literary Criticism,30,17,44,256,0,60,20,20,4,6,No,01/09/2010,04/08/2020,True
CLA3056,2024/5,classics,Classics,Stage Three Modules,15.0,2,Ovid and the Erotic Passions,15,16,22,128,0,100,0,0,2,6,No,01/02/2017,17/02/2022,True
CLA3113,2024/5,classics,Classics,Stage Three Modules,15.0,1,Art in Greek Society,15,20,22,128,0,50,30,20,3,6,No,01/09/2013,15/02/2024,True
CLA3114,2024/5,classics,Classics,Stage Three Modules,15.0,2,Art in Roman Society,15,20,22,128,0,50,30,20,3,6,No,01/09/2018,17/02/2021,True
CLA3123,2024/5,classics,Classics,Stage Three Modules,15.0,1,Applied Classics,15,20,22,128,0,100,0,0,2,6,Yes,17/02/2021,17/03/2022,True
CLA3124,2024/5,classics,Classics,Stage Three Modules,30.0,1,Receptions of the Classical Body,30,20,33,267,0,100,0,0,2,6,Yes,17/02/2021,24/02/2021,True
CLA3125,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Reading and Writing Greek Literature in the Hellenistic World,30,20,44,256,0,80,0,20,3,5,No,01/02/2023,01/02/2023,True
CLA3126,2024/5,classics,Classics,Stage Three Modules,15.0,1,Critical Classics and the Contemporary World,15,20,22,128,0,100,0,0,1,6,No,26/02/2024,,True
CLA3202,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Greek II,30,10,88,212,0,0,100,0,3,6,No,2011,16/02/2022,True
CLA3204,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Greek III,30,20,66,234,0,60,0,40,6,6,No,2011,13/07/2020,True
CLA3205,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Greek IV,30,5,66,234,0,60,40,0,3,6,No,2011,06/05/2021,True
CLA3206,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Latin IV,30,5,66,234,0,60,40,0,3,6,No,2011,06/05/2021,True
CLA3252,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Latin II,30,10,88,212,0,0,100,0,3,6,No,2014,16/02/2022,True
CLA3254,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Classical Language and Texts: Latin III,30,,66,234,0,40,0,60,6,6,No,2011,07/07/2020,True
CLA3257,2024/5,classics,Classics,Stage Three Modules,30.0,1 and 2,Living in the Roman World: Society and Culture,30,20,44,256,0,70,30,0,4,6,No,2013,08/07/2020,True
CLA3263,2024/5,classics,Classics,Stage Three Modules,15.0,1,,,,,,,,,,,,,,,True
CLA3264,2024/5,classics,Classics,Stage Three Modules,15.0,2,Ancient Science and Society,15,20,22,128,0,70,0,30,2,6,No,04/03/2016,04/08/2020,True
CLA3267,2024/5,classics,Classics,Stage Three Modules,15.0,1 and 2,Dialogues with the Past: Creative Interpretative Project,15,17,22,128,0,100,0,0,2,6,No,20/02/2014,05/07/2020,True
